"","sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"162","40B",5828096,658112,5511680,,50896896,796032,,,,,46272512,12906496,18960384,1992128,,,43069440,,,,,19277824,,,,,49836032,,33251328,,,3597056,1155328,,2196992,2498304,,,,23647232,,,6651904,35971072,,,291799040,,,,,,1887552,314752,32192512,,,,815232,1227328,173801472,113590272,,107802624,56274944,,,2942464,,,14480384,,,,,,4985088,,,,9322496,,,6203648,,2674432,,,1456576,,,3054592,11750400,,20004864,,21953536,22606848,22695936,2821888,,59297792,15677440,200884224,,,570816,,,13592576,,,,5573632,,,1712832,65703936,,4518400,2214144,,3213824,3049216,22601728,,,,1158016,,16850944,1517748224,879951872,,,,,3066880,813184,,,855232,,,,,906752,,,1497792,,,,,,,,,,,,815616,,3459840,,,710868992,,37269504,,68005888,,4677120,3210496,,,6853376
"163","42B",40230912,,10221568,23293952,,3082496,,,4319488,,26079232,23232512,16108544,,,,7325184,,,5054208,3524608,,4416512,,4960000,,56287232,,21194752,,,11801600,,,,16677888,,,3349504,4288512,,5665024,6711296,46882816,561536,5876224,160366592,,,,,,,,972160,,2195200,48705536,6397440,19836928,200966144,22274048,,134479872,53407744,,,4621312,23110656,4811008,,,,237371392,9840640,2340352,6857728,,,1494720,2130944,,,26763264,,,,,,9466880,,123342848,112033792,,31296512,,33910784,62922752,10579968,12996608,5472768,350535680,52568064,987365376,,,2021504,8157952,,42303488,,,,,,26095616,137756672,54607872,,15584256,,736448,7221248,604864,451690496,,2440448,6426880,,,5995264,2371616768,1303707648,,32228352,20965376,,,3499008,,,1222080,,,10864640,,,,,,,15861760,,,,,1825152,,,,,5485312,779648,3794432,,,797704192,,214122496,,25082880,33063936,,,,,6217472
"164","50B",6023936,,9361408,,22958080,1628288,1569664,,,517600,45826048,53002240,26209280,5605888,,,24287232,,,,7073280,4825088,,5468160,,4916736,,,55103488,,2574080,2945536,2576384,1086016,11977728,4002304,,,,5190656,,,4877824,38948864,2847488,,649330688,,,,521856,,,,395886592,,,,,,181157888,36524032,,95019008,21754880,,,2503424,9414656,4712960,,,,,,,9006080,631104,,1609280,2862080,,,17849344,,3714560,1463360,4112896,,1204096,,1469952,26027008,2929664,,,38019072,4562944,7129088,2195200,,157024256,38813696,477675520,,5736704,,,,21873664,,,,11900928,1644544,,,77172736,,3866880,2584576,,2285568,801856,14839808,,,,,1129728,2618368,793313280,,,,,22051840,,,,,760960,,,,,291568,841280,,,,,,,,,1281344,,,,,1726912,,1144320,,,395673600,,11741184,,25298944,,4194048,,3047424,,4761856
"165","56B",6001152,,12219392,,7609088,,,,,,129052672,,64851968,9113600,,,3449344,,,,6652928,7835136,,,,,2088896,,13077504,,,,3118592,,12051456,,27332608,,,,,,16635904,,,,26132480,,,,,6428160,1865600,,52015104,,,,,,,3815680,,,7493376,,,2776576,,,,,,,,,8278272,,,,846272,2308864,,1630016,1590720,1591232,942272,3841792,,,1287616,,3636480,,,,32881664,1149760,12687360,1562240,,21241856,8735744,,,1259200,,,,6227968,,,,3530496,,,,59154432,,1408384,438928,,1219520,,,,,,,,,1649920,,,,,,,,,,,,,,,,,,,,,,,,,912384,,,,,,,,,,72716288,1415104,8788992,835072,16764928,,1612608,,,,17081344
"166","62B",,,6103296,,33767424,,,,,,56401920,,29953024,1503424,,,17161216,,,,,12194816,,,,,5764352,,13594624,,,6029312,1187456,,2389504,,,412368,,4012800,,,2530816,4751360,,,51486720,,,,1360832,,,,72654848,,,,,,20275200,68538368,,17760256,14242816,,,2002240,2480896,,183009280,,,39657472,2649088,,5448960,1258816,,,1757760,,,62201856,,,1397952,,9032704,,1202432,,,,,,20455424,,23507968,,,1035730944,623050752,,,,2852096,,,239337472,738944,,,22729728,,,,75792384,769472,3177216,4681984,,2742272,2017920,1665472,,,,,,7630080,1532362752,1103822848,,,,,1255872,,,,,,,,,436608,,,434096,,,,,1062592,,1535040,,,,,8355072,8486912,2039552,,,765591552,,60026880,,52617216,415360,,1578176,,,10015744
"167","64B",,,9528320,,25720832,,,,,,91353088,,41492480,988864,,,21083136,,,,6745600,14808064,,,,,297172992,,13679616,,,28953600,,690816,,,4572160,,,4789760,,,13303808,4814592,,,74735616,2061888,,,1752640,,,,,,1901248,,,,14746624,6849280,,12756992,17058816,,13861888,3194624,3836928,,15926272,,,17934336,,,6934272,,,,,,1972160,6017792,6289408,,3437568,,565248,,1403328,,4327424,,114806784,,9771008,5840384,9373696,4161792,,530350080,4928512,,,2529536,,,,,,545536,,6900480,,,,78880768,,5537792,2879744,,1817280,332640,,,,,,,,579076096,,,,,,1016448,,,744192,,,,,515632,477760,,,,,,,,,,2124288,,,,,190464,,,,,314146816,,8867840,,47386624,2499840,2758400,1511232,,,12359680
"168","66B",,,5661184,,22962176,,,,,,113737728,,60092416,4945664,,,18225152,,,,,7378944,,,,,48943104,,12314624,,,6007552,,,9703424,,,,,8529920,,,8945664,5116160,,,33007616,1942720,,,,,1137536,,,,779008,,,,19731456,82788352,,17869824,23285760,,2616832,3411712,1694528,,9240576,,,23521280,999936,,10788864,,,,2161152,,5356288,7298816,,2310656,3173120,,2556672,,1228032,,2614272,,13481984,,11432960,,14859264,1855744,,21317632,4262400,,,,374976,,,,,,,5993728,798080,,,83431424,,3093248,2126848,,1290560,526016,,,,,,,2493952,1282408448,369213440,,,,,753920,,,,,,,,,,,,,,,,1321920,,,,,,,,,,565760,,,383221760,,18768896,,16375808,2127104,2459136,,951680,,17518592
"169","72B",7468032,529856,10909696,20116480,,1661760,841216,,,,57991168,20054016,29685760,1594752,,,13312000,,,,3489280,9755648,,2639616,,,9901056,,58617856,,,20197376,11145216,,,4973568,,,,6447872,,,5927680,15307776,2381824,,369377280,,,,677056,,,625920,,585344,,,,2573056,68034560,39411712,,38223872,7348736,,7787776,1945152,,,,,,,6716160,,10870784,,,,1277632,,1896448,,1898176,1552448,,1935168,,440288,,,899904,,5188864,,4495616,,9304064,1409408,,5297152,591936,8635392,,,,,,,,,,18546688,1296576,,,86155264,,585024,434080,,2043968,,,,,,,,896384,724107264,,,,,,,,,,,,,,,,308416,,,,,,930176,,,519584,,,,,784960,,,,,277528576,,47554560,1858240,10452992,,3642112,1538048,2200576,,7996672
"170","80B",,,5052160,,22267904,,,,,,74555392,2811904,34320384,,,,14535680,,,,,8750080,,,,,114556928,,11594752,,1165568,11129856,,,1875200,,,,,5334528,,,3862272,14011392,,,82927616,2374656,,,,,708736,,137625600,,,,,,63836160,24335360,,45146112,12404736,,,2888960,6417408,,,,,69488640,9493504,,9594880,,,1516672,2617600,,,15326208,,,4413184,1315072,,,,1209408,24189952,,38809600,,16097280,3498752,14355456,3646720,,76337152,35729408,,,,969024,,,17601536,467888,,,2066752,,,,92553216,,2242048,495632,,2165248,,1215808,,,,,,11811840,1407909888,,,,,,823808,,,536384,,,,,,,,,,,,,,,,790720,,,,,385440,,1665920,,,193560576,,19661824,,,13814784,5279488,,,,10877952
"171","82B",,,7468544,,11039744,,,,,,28133376,,16359424,,,,3227392,,,,,61063168,,,,,27662336,,11955200,,2813440,4332288,,,,,,,,1785728,,,12578816,,,,25150464,3276032,,,,,,,28640256,,,,,,8646656,12640256,,,,,,15882240,13198336,,11082752,,,13197312,1152832,,3923456,,,1974720,1135616,1453632,,11022336,,1451456,2669824,,6770944,,,,,,23074816,,12411904,1926528,29829120,24335360,,73191424,5201152,,,,,,,1408000,833728,,,9712640,,,,25428992,,1866880,1178624,,24587264,739904,,,,,,,1653184,911998976,,,,,,420752,,,,,,,,694720,,,,,26124288,,,,,,821184,,,483792,,,,1366080,,,265748480,,24100864,,11887616,1733120,2832640,3398656,,,5500672
"172","84B",,269904,5475584,,8797184,,,,,,38395904,14870528,18395136,3480832,,,9313280,,,,,22016000,,,,,16955392,,30093312,,,28283904,,641024,6672384,,,,,2697472,,,5349376,15851520,,,289456128,,,,796224,,1092864,,103993344,,,,,,67940352,47779840,,47124480,9890816,,,2752768,,1765120,25961472,,,154877952,43585536,,5310464,,,,1549888,,2673664,42139648,2931456,,3054592,,,,,,1548992,,,,18371584,,22483968,2082496,,1338966016,2601216,,,,,,,1449024,,,,5899264,723712,,,61878272,,3799808,485008,,2766080,665920,5065216,,,,1478080,,1957376,1205862400,,,,,,1166528,,,1046720,,,,,,,1406208,,,,,,,,,1500736,,,,,,,564032,,,185974784,,9323520,,17044480,2328064,3736832,,,,5857280
"173","102B",,,30967808,,33714176,,,,,,151306240,,104173568,6103808,,,5688064,,,,,111677440,,,,,40423424,,13529088,,,2477568,,,7517696,,2932992,,,5801984,,,4504064,6567680,,,15254528,,,,639488,,,,31844352,,980736,,,,44048384,74788864,,25339904,7361280,,,2690816,1135168,,10276864,,,27415552,,,16921600,1094976,,3783424,,5257728,2910208,,,2010048,,,1250624,,,,3104000,,4711424,,70930432,,37273600,2843136,,530104320,10094592,,,,1013312,,,6220800,1730432,,,,,,,110624768,465648,2082304,,,1793408,682752,,,,,,,2496768,2470969344,,,,,,1843008,,,,,,,,569600,,,,,,,,,,,956544,,,,,880704,,2871040,,690048,95272960,,16963584,1406784,22867968,,2252544,,,,32080896
"174","106B",,509392,7454208,,30502912,2182144,,,1082240,,46395392,4089344,20322304,2669056,,,13063168,,,,3408896,4176128,,1900928,,,77619200,,20708352,,,2391808,,1529792,4117248,,,,,8914944,,,9525248,27996160,1477760,,251920384,,,,,,,513312,5603840,,1465024,,,,148586496,30898176,,94756864,42328064,,,3626496,,3176960,7645696,,,251559936,4946688,,7360512,,,,1316544,,1110400,1342336,,2349312,4616704,1533952,,1674432,,1311232,,,18677760,,13220864,12563456,15352832,5348608,,9026560,2030784,,,,,,,2333440,,,1670208,18711552,,,,57589760,,5500672,1430208,,3026432,3177728,16373760,,,,,811584,1520384,1470234624,643170304,,873344,,,2549504,1387712,,,,,,,448080,,441712,,,,,,,,,2656512,,,,,276304,,,,,911671296,,8915968,,45518848,1062592,4755200,1892864,,,6757120
"175","108B",,,14092288,,63307776,,,,,,171687936,,85934080,1032064,,,19572736,,,,2288640,15809536,,,,,41164800,,12207104,504240,,1169920,1721856,,,,,590464,,7918336,,,2617088,3032320,,,13309952,,,,,,,696192,42393600,,,,,,22619136,79126528,,17136640,7787776,,,1358720,,,846592,,,28513280,3886080,,15590400,,,,1406784,,,,5401600,,,995200,,,,,1136704,,9163776,,12435456,2965760,24132608,1103680,,67858432,3925504,,,,651584,,,3014144,,,,756032,,,,146685952,,1567296,,,967424,,,,,,,,2384128,2394423296,,,,,,1709248,,,531456,,,,,,358544,,,,,,,,,,1535360,,,,,,,751808,,,220839936,,8887296,,50925568,746240,,,,,26748928
"176","110B",,,35852288,,31216640,,,,,,88612864,,37163008,,,,12734464,,784128,,,47521792,,,,,127549440,,,,,3104768,,,,,,,,4913664,,,7517952,,,,6581248,12699648,64598016,,515696,,,,,,,,,,6036736,29703168,,5404160,6661376,,,1398208,,,2294272,,,4614144,,,6192384,,,,,,,,676032,,,3059712,,,,,889088,,55009280,,3994112,1759936,7548416,1371072,,13789184,2238464,,,992960,,,,2126592,,,,,,,,61325312,,1051200,,,597952,515008,,,,,,,,1057947648,,,,,,1130112,,,,,,,,,,,,,,,,,,,480768,,,,,,,,,,80019456,,8122624,,17430528,13916160,,,,,10896384
"177","112B",49799168,713216,3827200,22009856,,,1004160,,,,8707072,20210688,10745856,3032064,15370240,,10116096,11510784,,6477312,3485184,,8506368,4148224,,,28922880,,65150976,,,,,771904,4089344,10185728,,,3260160,3339264,,9513984,3932672,29150208,1618432,,670236672,,,,,,2725632,,4460544,,,,14842880,2616320,124338176,8167424,,81567744,6164736,3251200,,2257152,,,,,,,4062720,860032,2156032,,,,821952,,715328,2816512,2816512,1907648,,6446848,,23538688,,,3846912,,29799424,,11471872,3047680,5710336,2214656,,32791552,35946496,47308800,1550592,,,,,1800000,,,,43749376,1680512,,,33636352,,11001856,454816,2110720,2374912,,,,,,,,765056,1133903872,,,,8949760,,1133888,,,1332288,,,,82214912,,,1070592,,,,,,,,,4002816,,,,,,,2036928,,,751894528,,63074304,1807936,16246784,,,,1838656,,1131392
"178","114B",6433792,,5997056,,9240576,,,,,,117235712,6840832,58630144,4049664,,,4499456,,,,,18542592,,,,,11383808,,22755328,,,5555968,,,6705152,,2916352,,,2183680,,,18537472,6064128,,,144441344,,,,,,,,,499296,1521216,,,,13853696,20982784,,9888768,4710912,,,2225664,2103808,,18152448,,,39129088,5338624,,10428416,,,,,,,9609216,38019072,,1107648,1019392,,,1201600,,18111488,,,,33714176,,22281216,1769536,,71970816,26915840,,,1182400,,,,568448,,,,157057024,,,,92925952,,684224,3399424,,1014400,533312,,,,,,,1319936,695205888,,,,,,476416,,,,,,,,,,2287616,,,,,,,,,,,,,,,,,,,366395392,,15332352,,18847744,940928,11265024,,,,15995904
"179","116B",,477792,4623360,,61394944,,,,,,66809856,7155200,30868480,,,,22239232,,,,3638784,,,,,,6101760,,22126592,,1691904,11730944,,,1164032,,1404672,,,16004096,,,6167296,31828992,,,253493248,,,,,2380288,,,17918976,,,,,,184320000,31393792,,111198208,43896832,,,4021504,,,,,,249675776,,,14395392,,,1181504,2635264,,,,10145792,3277056,3323136,1399744,,,,,12685312,,,,41160704,10762240,15533056,2262784,,60731392,9743360,,,,,,,3337216,1346496,,,2014848,,,,113709056,,2909184,507360,,2099456,,13023232,,,,,,5139712,2536767488,,,,,,1649024,,357504,,,,,,,,,,,2261248,,,,,,1952000,,,565952,,1263744,,5966592,,,131211264,,9203712,,191856640,831296,,1165632,,,15308800
"180","118B",,,36397056,,24184832,1934016,,,,,168181760,,96014336,,,,8602624,,,,,61280256,,,,,7877888,1520768,,,1162560,2873344,4283136,,,,3570944,672128,,2522112,,,6281984,,,,10767360,8731648,,,,,,,44134400,,,,,,4530432,35966976,,3753728,13187072,,1557504,3395584,1189312,,41336832,,,6286592,,,11862016,,,,,,3363840,24006656,,1147136,1467520,,,,,,8148224,,,,5176576,,29802496,1087488,,113664000,19663872,,,897280,,,,4628736,,,,1851648,,,,92663808,,3857664,2002560,,1356416,,,,,,,,,783745024,211042304,,,,,,,,,,,,,,,,,,14269440,,,654144,,,1412800,,,,,,,,,,97452032,,9125888,,25607168,15404032,6313984,,,,27069440
"181","122B",5739520,,8404992,,33570816,3548160,,,,,50978816,,19336192,1433920,,,2888704,,,,3045632,7499264,,,,,7782912,,16075776,,5361152,2386176,4800000,,3388160,,,,615872,1756352,,,4909312,6537216,,,64606208,,,,,,,,206749696,,,,879296,,34607104,23115776,,27485184,3873024,,,1750848,4738816,,,,,37285888,22482944,,,,,1063680,,,,25866240,,,2461184,1122240,,,1378816,,56217600,,,,22071296,,13131776,1002816,,204783616,40706048,,,1091584,,,,12382208,,,,8302592,,,,44576768,,1470080,1370880,,775744,,,,,,,,547072,456753152,,,,,,,,,,861568,,,,,374576,1410112,,,,,,,,,,,,,,,,,,390096,332775424,339664,8605696,,29700096,21919744,,1029312,,,6738432
"182","126B",,,17570816,,11593728,,,,,,72024064,7338496,35274752,7399424,,,12436480,,,,,73134080,,,,,4086016,,24559616,,3085056,2811392,2133248,,9358336,,3055616,,,3208704,,,7551744,11317248,,,223232000,,,,,,,,1474176,,,,,,42934272,33910784,,31034368,14980096,,,3988480,7736832,2133248,88006656,,,152944640,,,8328448,,,,4358144,,,41447424,,3031296,3605248,1846080,865536,,1806592,,88006656,,,,18356224,5852416,16634880,4780544,,677707776,79564800,,,26711040,,,,17548288,,,,111489024,,,,93949952,,3979520,3468032,,2880000,,10177536,,,,,,3819008,564592640,,,,,,1059008,,890112,764288,1015104,,,,,223280,1023872,,,,,,,,,922880,,,1152256,,619776,,768576,,,288063488,,9749504,,10860544,,2145536,,,,11229184
"183","128B",215646208,376976,9355264,75198464,,,2096640,,2313984,,9302016,71155712,,6246912,28248064,,17122304,,,59396096,,,107487232,8780800,5268736,7997184,,,201228288,,,2796288,9304064,,8796160,118697984,,,131186688,,,85278720,,89239552,2109440,4043008,919732224,,,4078592,,,5556736,,,,,,226689024,,287686656,,105349120,155107328,,5910016,,2071168,3662592,,,,4545792,120315904,5444864,4647424,1648448,,,,,,,5583872,,4044544,,14143488,,121159680,,,17241088,,,,31791104,2987776,3926528,1173440,,41865216,13607936,,978816,,,911616,,1302400,,,,18637824,,,,15969280,,1862720,595904,,892608,,,,,,,896448,,124715008,,,,,860032,,,,,,,,,,,,,,,,,,,,,,,4e+05,,,,,,,144048128,,130621440,4076288,4922112,,4013568,,2976768,,925632
"184","132B",,,7088128,,30429184,9980928,,,,,43962368,,21283840,739584,,,16002048,,,,1584704,4549888,,679424,,,6213376,,13664256,,1821888,3213056,5092096,,,,2335744,,,5633792,,,3034880,,,,45056000,,,,1035776,,2026880,609216,,,,,,,5232384,34922496,,,21213184,,,1788672,,,65089536,,,36720640,,,4592128,,,,,6471680,5885952,105877504,,,,2990592,832576,,931328,,,,,,7214848,20279296,16650240,,,1717056,228245504,,,1478656,,,,8627200,,,,10455040,777088,,,43954176,,8230912,1278208,,1264704,1084032,3122944,,,,,781184,,987430912,,,,,,1756416,,,,,,,,,438048,2016448,,,,,,,,,1280896,,,,,5976320,,,,,392888320,,9382912,,27510784,3824384,6862592,769088,,,5732864
"185","134B",,,15246336,,17326080,3252480,,,,,158466048,,89186304,3237120,,,2443008,,,,4494336,32187392,,,,,3871232,,12711936,,,9581568,7631872,,3756288,,3759104,,,1460096,,,3743488,2116864,,,15742976,1916736,,,,,,530688,17008640,,,,,,5489920,62197760,,6387968,3584768,,,2731520,,,,,,4519680,3704320,,9841664,,,,645504,,2059904,16836608,3345664,,,2497536,,,,,5857536,,,,8236800,749632,15719424,8920064,,17395712,8244736,,,,,,,3890944,,,,13833216,,,,52080640,,2299904,932992,,1317952,,,,,,,,892224,553451520,,,,,,734016,,,,,,,,,322352,,,,,,,,,,559296,,,,,484048,,,,,93605888,,9560064,,8283392,1131072,,,,,20871168
"186","136B",,,5893120,,11445248,,,,,,50335744,7077888,22224896,,,,6606848,,1139776,,,9844736,,,,,122740736,,21258240,,1651456,483440,2699520,679936,,,2277632,,,2484480,,,4892160,8785920,,,181665792,,,,,,,,1889536,,,,,,40960000,6554368,,26990592,10668032,,,2007168,,,,,,126504960,24229888,,6359040,,,,,,,79302656,,,5092864,,,,974720,,102137856,,68136960,,6457600,,8628224,1604992,,246775808,114462720,96567296,,2654976,,,,118624256,,,,12616704,666368,,,62271488,,1465472,956992,,1583872,619520,3105792,,,,,,610048,879493120,,,,,,1471296,,,,2047104,,,,,,,,,,,,,,,893824,,,,,8636416,,993728,,,599785472,,7920896,,15945728,4061440,2954240,,,,6756864
"187","138B",5837824,,13126656,,21139456,,,,,,105840640,,48680960,1738112,,,12444672,,,,,36724736,,,,,35434496,,12429312,,,8150016,2307072,,2749184,,4120064,,,3110656,,,12520448,3930624,,,58302464,,,,,,,,,,1526528,,203344,,11921408,8116224,,10099712,8406016,,,1523456,,,9022464,,,12137472,,,8017408,,,,,,2389248,17266688,,,,,696384,,,,4262400,,,,12036096,1635840,13300736,905536,,15893504,61353984,5667584,,988032,,,,16438272,,,,2636288,,,,87494656,,878976,482800,,433664,,,,,,,,562944,428048384,,,,,,,,,,,,,,,,,,,3670016,,,,,,,,,,,,,,,,132136960,,31895552,,23614464,13917184,,,,,14017536
"188","146B",5566464,,6824448,,27098112,,,,975552,,174505984,,106942464,1498688,,,3886848,,,,,17209344,,,,,10593280,2303232,,,2089024,8960000,,,,,2685952,,,2468352,,,3661312,,,,8954880,4046336,,,,,,,17934336,,3556352,,,,6929920,5322752,,5728512,4367872,,,1434496,8097792,,,,,5153024,,,11944960,2646528,,5767680,922688,,167641088,33857536,,,3081216,1437312,,,,,82993152,,,,9039872,973312,18825216,1147456,,285474816,35217408,,,3270400,,,,23621632,,,,10644480,,,,111677440,,1526080,3683840,,794176,,,,,,1302784,,634688,1284833280,,,,,,,,,361920,,,,,,,,,,,,,,,,941632,,,318096,,3057152,1710912,607552,,,333955072,,8630272,,25578496,906880,2236160,,,,32944128
"189","152B",,,5864448,,30892032,2291200,,,1395072,,25413632,12268544,10796032,,,,32304128,,,,,4593920,,,,,75280384,,23045120,,1275072,10103808,,,,,,719360,,18504704,,,2781952,21586944,664000,,216875008,,,,1415104,,1800320,,16226304,,,,,235808,93458432,56967168,,73658368,95014912,,,2151936,,3589888,55590912,,,,,,3745536,1615232,,2006720,18172928,,4790272,21172224,,,2779648,,6622976,583808,,1455616,94490624,,38981632,,10984448,57974784,,,,1431240704,52670464,591527936,,,,,,11009024,1300992,,,13249536,,,1142656,46923776,,45506560,1445120,1717504,3665152,1404416,161382400,,,504048,,,30420992,1402994688,,1384768,,962176,,3306240,,,1299200,,,1742208,45461504,,,1182912,,1412800,1453184,,,447136,,,5281280,,5552384,,,5363456,336800,3321600,,,514637824,682240,7962880,,34324480,,2451712,,,,3719168
"190","166B",5488896,,5165056,,15456256,662528,,,456544,,56696832,8051968,28654592,1199104,,,7329536,,,,6465280,4870656,,,,,42713088,,22660096,,8217344,5595136,,,,1350080,,,,2249728,,,25516032,28081152,,,199491584,,,,2188032,886080,,708352,14557184,,,,,,149864448,9469952,,90009600,,,,5108992,5931264,,102227968,,,188727296,,,13719552,905088,,3132672,1568000,,,,13603840,,10574848,1091840,,,,,4793856,1761664,,,36458496,2795776,11336704,10927104,,32774144,8815616,,,9705472,1650304,,,,1130688,,,,,,,80433152,,3320320,892480,,5270016,370224,6108672,,,,,,3549184,1474232320,620036096,,,,,,,,,,,,,640448,,,,,632384,,,,,,1319424,,,,,,,1425408,,,128077824,,8412160,,16806912,784128,2112768,,,,9867264
