"sample_id","(-)-alpha-Pinene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1-Butanol","1-Hexanol","1-Propanol","1-Propanol, 2-methyl-","1-Propanone, 1-cyclopropyl-","1,3-Cyclohexadiene, 5-(1,5-dimethyl-4-hexenyl)-2-methyl-, [S-(R*,S*)]-","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-","2-Decanone","2-Furancarboxaldehyde","2-Heptanone","2-Heptanone, 5-methyl-","2-Heptenal, (Z)-","2-Methylbutanoic Acid","2-Methylpropyl butanoate","2-Nonanone","2-Octanone","2-Octene, 2-methyl-6-methylene-","2-Pentylfuran","2-piperidinone","2-Undecanone","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","24.11_3-methylsulfanylpropanal","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.44_butyl butanoate","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"65C",37502976,NA,NA,NA,5920768,NA,NA,NA,NA,9208832,NA,19171328,3743232,NA,NA,NA,91242496,5020928,54386688,1354304,NA,4758272,NA,NA,NA,NA,5286656,NA,NA,NA,NA,NA,NA,17424384,NA,NA,8599552,NA,NA,1875520,NA,3403264,NA,NA,4193792,NA,NA,5676544,3493376,NA,694912,718912,NA,8030464,16674816,NA,8733696,NA,2281216,2888960,NA,923456,NA,1411904,NA,53256192,NA,NA,3421952,729984,2690048,196132864,NA,NA,NA,NA,13090816,35581952,NA,NA,79081472,5940736,NA,NA,NA,NA,32660480,NA,10192896,NA,NA,3737856,NA,3084032,54280192,NA,7294208,NA,NA,17101824,NA,NA,NA,13210624,17593344,3790848,NA,874971136,12597248,NA,NA,NA,NA,NA,NA,4442368,1676224,NA,NA,41242624,2654208,NA,NA,87420928,NA,1960576,NA,6135552,870272,NA,NA,NA,NA,NA,NA,860736,1087111168,310214656,NA,NA,NA,NA,1185984,NA,NA,NA,NA,NA,NA,687296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184958976,11676672,8884224,NA,17182720,1875072,NA,796160,2963456,NA,14772224
"71C",NA,NA,NA,NA,7443200,NA,NA,NA,NA,10227712,NA,17577984,NA,NA,NA,NA,35721216,8161024,15405056,1585280,NA,4733184,NA,NA,NA,NA,16566272,NA,1135296,NA,NA,6739456,NA,44855296,NA,2147840,1917952,NA,NA,3177984,2323712,2516480,NA,NA,2914304,819648,NA,4322048,14674944,723072,3661824,NA,NA,6900992,4676096,1570432,56717312,NA,3441920,2507008,NA,NA,NA,1934848,NA,246644736,NA,NA,NA,NA,NA,152469504,NA,NA,461120,NA,79044608,64835584,NA,NA,3826432,2859008,2085120,NA,NA,NA,160137216,3023616,5414144,NA,NA,3353856,NA,NA,18643968,NA,3301376,NA,NA,14272512,NA,4140544,NA,17636352,18432000,2336512,NA,171180032,27286528,NA,NA,NA,NA,NA,NA,30156800,NA,NA,NA,151797760,NA,NA,NA,62808064,NA,1815616,NA,3342592,NA,NA,NA,NA,NA,NA,NA,7315712,925368320,NA,NA,NA,NA,NA,899008,NA,NA,474208,NA,NA,NA,NA,NA,278304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5626624,NA,1837376,NA,804126720,NA,9707520,NA,38051840,NA,3779328,NA,NA,NA,4424448
"79C",18700288,NA,NA,NA,NA,NA,NA,NA,NA,18978816,NA,16909312,NA,NA,NA,NA,150913024,NA,83034112,845248,NA,2756096,NA,NA,NA,NA,57012224,NA,NA,NA,NA,22406144,NA,12519424,NA,3111424,6028032,NA,601216,NA,NA,3727360,NA,NA,1573376,NA,NA,3946240,NA,NA,NA,NA,NA,NA,NA,NA,3725312,NA,1425408,1142272,NA,1855552,NA,NA,NA,9242624,2078272,NA,498272,NA,NA,10462208,NA,NA,2564096,NA,4482048,20711424,NA,NA,NA,1437504,3708416,NA,NA,NA,NA,NA,11711488,NA,NA,1049856,NA,20581376,NA,NA,NA,2736128,NA,7684352,NA,NA,NA,8916992,15450112,1334592,NA,28250112,19964928,NA,NA,724864,NA,NA,NA,6209280,NA,NA,NA,21385216,NA,NA,NA,93003776,NA,1602944,NA,1060032,NA,NA,NA,NA,NA,NA,NA,1057856,356515840,NA,NA,NA,NA,NA,NA,NA,NA,256400,NA,NA,NA,NA,375520,1916416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198213632,NA,8759296,727360,24386560,10560512,NA,NA,1468736,NA,26486784
"81C",6889472,NA,NA,NA,6078208,531968,NA,NA,708032,11982848,NA,21652480,6068736,4426752,NA,NA,17593344,44351488,23593984,5326848,NA,11918336,NA,NA,NA,NA,9531392,NA,8201984,NA,NA,2861824,NA,133971968,NA,NA,1477760,6260480,1677376,11625472,NA,4942080,NA,NA,5033984,NA,NA,8139776,26565632,6498304,NA,890496,NA,17212416,9091072,NA,68186112,NA,3425280,NA,NA,1004800,NA,1099008,NA,846856192,NA,NA,NA,NA,3956480,34136064,NA,NA,1913280,NA,110444544,31529984,NA,NA,1821312,3390208,NA,7457024,NA,NA,619905024,NA,4431104,NA,NA,NA,NA,2099712,4173056,934400,3811328,3644416,NA,596736,NA,NA,NA,17854464,6032128,2698240,NA,8035328,2752768,NA,NA,NA,NA,NA,NA,NA,NA,465680,1119424,18207744,1473664,NA,NA,27086848,NA,323664,NA,2500096,NA,8536064,NA,NA,NA,NA,NA,976384,334626816,NA,NA,NA,NA,2101248,1934784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304256,NA,NA,NA,NA,NA,NA,NA,NA,NA,799168,NA,111095808,NA,9198592,NA,18623488,NA,4199680,NA,4484864,NA,2940160
"83C",11584512,NA,NA,NA,NA,NA,NA,NA,NA,16888832,NA,28547072,NA,NA,NA,NA,100151296,5266432,48906240,4340992,NA,20183040,NA,NA,NA,NA,30628864,NA,NA,NA,NA,120926208,NA,17884160,NA,1939968,11321344,NA,NA,6673920,NA,NA,813120,NA,5849088,NA,NA,15135744,11383808,NA,NA,1108032,NA,15552512,1276032,1269184,39813120,NA,4817408,5722368,1583808,4228096,NA,2456320,NA,102559744,3126528,NA,380864,2012992,NA,125030400,NA,NA,NA,NA,62525440,65036288,NA,NA,NA,3136512,1851904,NA,NA,NA,96919552,7189248,11743232,NA,3678720,3779328,NA,NA,6620416,7143680,NA,NA,NA,6099968,NA,67481600,NA,29623296,27864064,3022336,NA,222822400,13211648,NA,NA,NA,474000,NA,NA,17358848,1765696,NA,NA,9440256,NA,NA,NA,95039488,NA,NA,NA,3067904,NA,3428864,NA,NA,NA,NA,NA,11113472,1447362560,425787392,NA,NA,NA,NA,891904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384528,NA,NA,NA,NA,NA,NA,NA,NA,518464,1936320,37814272,NA,479543296,555968,9014272,674176,32759808,NA,1766016,NA,NA,NA,13970432
"101C",14153728,NA,NA,NA,NA,NA,NA,NA,NA,14699520,NA,67694592,NA,NA,NA,NA,56487936,NA,27880448,950592,NA,8627200,NA,NA,NA,NA,14178304,NA,NA,NA,NA,11073536,NA,12412928,NA,3412224,6004736,NA,NA,1801664,NA,1372544,NA,NA,3117312,NA,NA,7138048,3655936,NA,NA,NA,NA,5917696,NA,NA,16777216,NA,1324928,2187776,3692544,5531904,NA,635776,NA,31064064,1596544,NA,NA,NA,NA,45875200,NA,NA,NA,NA,22677504,9830400,NA,NA,NA,3948544,1321280,NA,NA,NA,28746752,NA,8016640,NA,6518272,780096,NA,NA,35975168,NA,NA,NA,1305408,NA,NA,4582656,NA,6697472,10121216,1510208,NA,1280835584,34066432,NA,NA,NA,698112,NA,NA,28093440,NA,NA,NA,1822848,NA,NA,NA,66383872,NA,692544,NA,1821312,NA,NA,NA,NA,NA,NA,NA,NA,1487863808,NA,NA,NA,NA,NA,573120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144850944,NA,8289024,944384,25701376,537600,NA,679232,NA,NA,11727872
"109C",NA,NA,NA,NA,149471232,NA,NA,NA,992000,10766336,44072960,NA,1352576,4522752,NA,NA,NA,213680128,60092416,NA,NA,NA,NA,NA,18180096,NA,NA,46989312,47751168,2160128,NA,417696,NA,223002624,NA,NA,860224,NA,NA,1579264,109486080,NA,NA,30521344,NA,NA,21979136,7985920,34672640,12069888,2020672,NA,NA,NA,NA,NA,65544192,4393984,1460160,NA,NA,984768,NA,747584,NA,1410138112,NA,NA,NA,NA,NA,204144640,NA,NA,181010432,20928512,170328064,64991232,NA,7360000,NA,2801664,NA,3843584,NA,NA,806813696,NA,3481856,NA,NA,1211456,NA,7875840,12140544,12686336,NA,84525056,NA,8787968,NA,NA,NA,5472512,23261184,3919872,NA,388202496,13677568,NA,NA,NA,NA,NA,NA,7816704,NA,NA,1714688,6609920,NA,NA,NA,13067264,NA,3646208,NA,3799040,1539904,NA,NA,NA,NA,3095040,2610944,1653504,681902080,NA,NA,NA,NA,56729600,NA,NA,NA,868032,NA,NA,NA,NA,1108224,40194048,930048,NA,NA,NA,NA,NA,NA,569984,NA,NA,759488,NA,NA,NA,232128512,NA,184352768,4856320,NA,581248,NA,NA,15109120,3300864,1965696
"113C",1896960,NA,NA,NA,NA,NA,NA,NA,NA,10632192,NA,19714048,NA,NA,NA,NA,98217984,NA,69824512,1214784,NA,2537728,NA,NA,NA,NA,13172736,NA,NA,NA,NA,13265920,NA,12431360,446752,NA,5771008,1494208,NA,NA,NA,2469888,NA,NA,1749056,NA,NA,12078080,NA,NA,1295424,NA,NA,13331456,6010368,NA,NA,NA,3778304,NA,NA,1816064,NA,1113088,NA,3785728,2071296,NA,NA,NA,1919808,342163456,NA,NA,NA,NA,NA,116678656,NA,NA,NA,5097728,NA,NA,NA,NA,2756096,6342656,5404672,NA,NA,1220992,NA,NA,59494400,4113152,4167680,NA,NA,NA,NA,2783488,NA,4710912,24005632,1493504,NA,8972288,61894656,NA,NA,663360,522576,NA,NA,72855552,NA,NA,NA,10704896,680448,NA,NA,63582208,NA,7287296,NA,1562176,1498048,NA,NA,NA,NA,3703808,NA,1871104,2365325312,NA,NA,NA,NA,NA,1883648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793472,NA,1115947008,NA,43433984,NA,12160000,1046528,NA,NA,NA,NA,17762304
"115C",24011776,NA,NA,NA,4708864,NA,NA,NA,377696,4292096,NA,11211776,1008000,680960,NA,NA,28908544,9187328,12645376,3977728,NA,8274944,NA,NA,1449920,5572352,NA,NA,1159296,NA,NA,10877952,NA,35856384,NA,1320832,NA,NA,NA,5629952,2976768,NA,NA,NA,4702720,NA,NA,5717760,43294720,2184704,NA,NA,490416,21059584,NA,NA,115556352,1716672,916864,5981696,NA,2664192,NA,NA,NA,350355456,NA,NA,NA,2215936,NA,136691712,NA,NA,NA,NA,188661760,15498240,NA,NA,NA,5638656,4257280,7955968,NA,NA,339492864,9778176,9456640,NA,NA,3267072,3056896,NA,8510464,9947136,NA,7353088,9889792,9187328,NA,NA,NA,24270848,9837568,3911424,NA,138379264,11966464,386236416,NA,NA,300016,1346560,NA,13192192,NA,NA,NA,2437376,NA,3521024,2824192,53293056,NA,NA,396512,2863104,NA,33069056,NA,NA,533312,NA,NA,7216384,1386020864,477003776,5454848,4113664,NA,NA,1608576,NA,NA,NA,NA,1457600,NA,NA,NA,NA,NA,NA,NA,758400,NA,NA,NA,NA,NA,NA,1057216,NA,2512128,NA,403800064,NA,17531904,NA,14893056,NA,3199488,NA,NA,NA,5463040
"121C",74846208,NA,NA,NA,NA,NA,NA,NA,NA,5498880,NA,62758912,NA,NA,NA,NA,142524416,4915712,73416704,1985792,NA,3032064,NA,NA,NA,3314944,2617600,NA,NA,NA,NA,NA,NA,13086720,NA,4583424,15312896,NA,NA,1412608,NA,NA,NA,NA,3047936,NA,NA,12542976,NA,NA,NA,NA,NA,7003904,1244864,NA,9047040,NA,3734528,NA,9150464,2448896,NA,962496,NA,2405376,NA,NA,NA,773184,NA,NA,NA,NA,NA,NA,14133248,24708096,NA,NA,NA,5180672,14885888,NA,NA,NA,4224000,NA,11751424,NA,25005056,3526400,9316352,2261760,22196224,NA,NA,NA,NA,NA,NA,NA,NA,109170688,28697600,3433216,NA,442580992,141115392,NA,NA,NA,NA,NA,NA,96317440,2345984,NA,NA,NA,NA,NA,NA,92798976,907264,721792,NA,3581440,695552,NA,NA,NA,NA,NA,NA,8489984,1479475200,454180864,NA,NA,NA,NA,726912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18678784,NA,3148800,NA,17776640,2648320,8662016,534144,46682112,NA,NA,3673344,NA,NA,28258304
"125C",1778560,NA,NA,NA,109420544,NA,NA,NA,NA,6341888,8845312,NA,NA,NA,NA,NA,14931968,100405248,32288768,3753472,NA,6790912,NA,NA,3889408,NA,6677504,16071680,2746880,NA,3060736,NA,NA,219332608,NA,NA,5391360,3753472,NA,3761408,12717056,NA,NA,10634240,NA,NA,4104704,4476416,5309184,NA,841216,698240,NA,6148096,10084352,NA,6925568,NA,1949888,1349696,NA,1262208,NA,914688,NA,826933248,NA,NA,1029632,NA,NA,61009920,NA,NA,20637696,NA,24918016,112500736,NA,NA,NA,2232064,NA,NA,NA,NA,102490112,2093056,1842496,NA,NA,947008,NA,NA,12683264,995776,4809728,2428928,NA,457904,881920,NA,NA,24211456,7560192,1899904,NA,643956736,11565056,NA,NA,NA,NA,NA,NA,3746048,NA,NA,NA,9652224,NA,NA,NA,34181120,NA,607488,NA,1507328,451472,NA,NA,NA,NA,NA,926016,1137984,50061312,NA,NA,NA,NA,14754816,NA,NA,NA,NA,NA,NA,NA,626368,571456,6372608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173817856,NA,74252288,NA,4116480,NA,NA,NA,NA,NA,2400000
"12C",NA,NA,NA,NA,5821440,981568,NA,NA,864960,21180416,NA,10734592,2356480,NA,NA,NA,54927360,16457728,26437632,7802880,NA,2807040,NA,283696,NA,NA,45613056,NA,1239808,NA,NA,19036160,NA,29900800,NA,NA,1545408,3717376,NA,12712960,NA,5658880,NA,NA,1201472,NA,NA,16596992,19168256,777280,NA,NA,NA,7879936,NA,1618368,68775936,NA,1668160,1437312,NA,3376384,NA,885952,NA,284622848,NA,NA,NA,NA,NA,368295936,NA,NA,NA,NA,100933632,17613824,NA,NA,7493120,3470592,2163456,NA,1953152,NA,171196416,NA,11140096,NA,1384576,890304,NA,7035904,18200576,NA,NA,542080,NA,27244544,NA,NA,NA,29045760,9376768,6014976,NA,90988544,142819328,3974912,NA,1997952,NA,NA,NA,33054720,NA,NA,NA,9959424,670848,NA,NA,75042816,NA,4752384,NA,1827136,NA,NA,NA,NA,NA,NA,NA,879488,1522597888,615251968,NA,NA,NA,NA,2368768,NA,NA,417136,NA,NA,4572160,NA,357984,432288,NA,NA,NA,NA,NA,NA,NA,NA,3651072,NA,2150912,NA,670528,NA,538705920,1975616,10726400,980032,12523520,1022720,3577344,NA,NA,NA,7548928
"20C",21580800,NA,NA,NA,5359360,NA,NA,NA,NA,12331008,NA,30511104,NA,NA,NA,918080,91750400,12186624,39399424,3457024,NA,18459648,NA,NA,NA,NA,13496320,NA,NA,NA,NA,30423040,NA,24845312,NA,3272192,4245248,NA,NA,4831744,NA,2754048,NA,NA,6055168,NA,NA,7331072,14931968,NA,NA,NA,NA,19350528,1202688,1246976,30338048,NA,14738432,NA,NA,1377216,NA,2029504,NA,271089664,NA,NA,NA,NA,NA,567360,NA,NA,606528,NA,42770432,47370240,NA,NA,NA,2879744,NA,1794944,NA,NA,103190528,11473920,8335616,NA,NA,8047360,NA,NA,31724544,6989312,NA,863104,NA,10192896,NA,9507840,NA,7963392,7500288,2862336,NA,82681856,15371264,NA,NA,NA,NA,NA,NA,13652992,NA,NA,NA,2663168,NA,NA,NA,62439424,NA,NA,2913024,3006208,555072,NA,NA,NA,NA,NA,NA,5675520,180633600,NA,NA,NA,523648,NA,NA,NA,NA,NA,NA,NA,21911552,NA,NA,241456,NA,578880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055488,NA,102318080,NA,8269312,NA,54583296,14606336,NA,617472,2759680,NA,12082176
"21C",4075776,NA,NA,NA,NA,NA,NA,NA,NA,15773696,NA,56950784,NA,NA,NA,NA,32444416,3055360,13787136,3223808,NA,18970624,28055552,NA,NA,NA,41742336,NA,NA,NA,NA,158466048,NA,14419968,NA,1893952,12123136,8386560,NA,7080448,NA,2673408,NA,NA,8398848,NA,NA,23851008,NA,NA,725632,NA,297648,15952896,12010496,1266176,14780416,NA,2746112,4360192,NA,1243200,NA,1742080,NA,19900416,NA,NA,1427520,NA,2867456,134205440,NA,NA,NA,NA,15809536,100040704,NA,NA,1886272,2326528,3393536,NA,NA,NA,NA,6433280,2233088,NA,NA,5736192,1678400,1207936,3295232,NA,5722624,NA,NA,8459264,NA,74678272,NA,13619200,7447552,1105920,NA,5790208,1297216,5692160,NA,NA,NA,NA,NA,NA,NA,NA,NA,345030656,NA,NA,NA,32343040,NA,NA,NA,2348800,615616,NA,NA,NA,NA,NA,NA,2392064,577175552,NA,NA,NA,NA,NA,895936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383811584,NA,8875008,NA,44666880,261280,12255232,3478528,NA,NA,3704576
"24C",3396096,2416640,NA,NA,NA,NA,NA,NA,NA,8931328,NA,26805248,1335232,285696,NA,NA,64352256,6266112,31806464,4476672,NA,31712256,NA,NA,NA,NA,10892288,NA,1583232,NA,NA,19464192,NA,17515520,NA,3499264,3926016,NA,765120,8726528,NA,2287616,NA,NA,7571456,NA,NA,4174336,7399936,1441792,NA,921600,190736,25022464,NA,1332096,29634560,NA,5865984,NA,NA,NA,NA,3498752,NA,142917632,NA,NA,1489408,1917504,NA,43241472,NA,NA,NA,NA,46661632,97193984,NA,NA,1969984,2612736,3279360,3721728,NA,NA,78311424,8259072,8491008,NA,NA,2780416,NA,4647936,2440448,2597888,2397440,NA,NA,1609984,NA,NA,NA,21881856,15017984,1932672,1215680,92151808,3485696,NA,NA,1368832,644096,NA,NA,NA,741184,NA,NA,24308736,701120,NA,NA,79495168,NA,1013696,NA,2490624,NA,1480448,NA,NA,NA,NA,NA,1209664,1506607104,473186304,NA,NA,NA,NA,705472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331415552,NA,8865792,NA,45559808,1074944,4940288,860096,NA,NA,8315392
"30C",17555456,1110912,NA,NA,6034432,NA,NA,NA,241216,16283648,NA,20002816,2456064,NA,NA,490768,62582784,7658496,25062400,6460672,NA,21792768,NA,NA,NA,NA,20096000,NA,NA,NA,NA,24548352,NA,22032384,NA,NA,1429376,NA,NA,9878528,NA,5874432,NA,NA,6262272,NA,NA,8896512,10960896,602432,421744,NA,NA,33187840,NA,2453760,41996288,NA,2757376,NA,NA,NA,NA,875264,NA,248365056,NA,NA,1080576,NA,NA,82821120,622464,NA,NA,NA,51265536,92729344,NA,NA,8348416,2584576,NA,2596352,NA,NA,134873088,9940992,8877056,NA,NA,4452864,NA,NA,9848832,9848832,NA,NA,NA,20849664,NA,NA,NA,39927808,19202048,1969984,NA,31171584,13875200,NA,NA,5174272,NA,NA,NA,7221248,NA,NA,NA,309886976,651328,NA,NA,102240256,NA,6644224,NA,1426176,951808,4389120,NA,NA,NA,NA,NA,2521600,1535574016,NA,NA,NA,NA,NA,1316736,NA,NA,NA,NA,NA,NA,NA,NA,2664960,NA,NA,NA,NA,NA,NA,NA,NA,NA,415440,362160,NA,NA,NA,477659136,NA,15560704,NA,29377536,591040,2870016,NA,NA,NA,7010048
"32C",11676672,NA,NA,NA,5350144,NA,NA,NA,NA,26654720,NA,30184448,1403520,NA,NA,NA,61833216,15192064,28399616,NA,NA,12692480,7513856,1571904,NA,NA,40284160,NA,NA,NA,NA,117903360,NA,31479808,NA,NA,19585024,2018752,NA,NA,NA,4326400,NA,NA,7800064,NA,NA,9787392,9485312,NA,858432,822080,NA,11099136,NA,NA,32918528,NA,1785152,2850048,NA,1028224,862976,887232,NA,301596672,NA,NA,871744,NA,1165440,NA,NA,732480,NA,NA,45813760,59781120,NA,NA,NA,2512128,NA,NA,NA,NA,192724992,4122368,5685248,NA,NA,1860352,NA,NA,25449472,1890112,1305216,287328,NA,7521792,NA,70008832,NA,2422272,23849984,1320256,NA,34672640,57004032,NA,NA,1309888,NA,NA,NA,14903296,NA,NA,NA,21169152,NA,NA,NA,52473856,NA,483312,NA,1813760,NA,NA,NA,NA,NA,NA,NA,868800,694419456,NA,NA,NA,NA,NA,438672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399168,NA,462480,NA,NA,NA,259571712,NA,11340800,NA,22394880,NA,2667776,1307136,NA,NA,7844352
"36C",2147072,NA,NA,NA,14953472,NA,NA,NA,NA,14429184,NA,13577216,2103552,2335744,NA,NA,40034304,40902656,20874240,3512576,NA,58384384,NA,NA,NA,NA,8906752,5636608,6472192,NA,NA,NA,NA,101990400,NA,NA,3138816,6586368,NA,4011520,4216064,14019584,NA,NA,6667008,NA,NA,21595136,17461248,861376,NA,NA,NA,18422784,14896128,NA,45838336,NA,2804480,2391296,NA,NA,628224,797632,NA,859045888,NA,NA,NA,NA,3771392,NA,NA,NA,2075456,NA,59867136,11159552,NA,NA,NA,2284288,NA,NA,NA,NA,91717632,1384640,8897536,NA,NA,NA,NA,NA,NA,2595584,3747840,2832896,NA,2213376,NA,NA,5411328,15305728,8212480,1487680,NA,4638208,3174912,NA,NA,NA,NA,NA,NA,845696,NA,NA,NA,30425088,1203008,NA,NA,49508352,NA,NA,NA,1314368,NA,NA,NA,NA,NA,NA,NA,NA,2905088,NA,NA,NA,NA,3718656,991616,NA,NA,NA,NA,NA,NA,NA,414112,759488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27165696,NA,11738112,809344,20110336,552192,3862016,NA,5680128,NA,5349888
