"sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"22C",5720064,NA,10417152,NA,43458560,NA,NA,NA,5549824,NA,13775872,16602112,12257280,10196992,NA,NA,18338816,NA,NA,NA,5260800,14414848,NA,1503552,NA,NA,46260224,NA,32159744,NA,NA,7611136,5743872,NA,20985856,NA,4156160,NA,NA,9347072,NA,NA,10157056,11684864,NA,NA,416727040,NA,NA,NA,1154432,NA,NA,NA,419808,NA,NA,NA,NA,NA,55586816,108654592,NA,24030208,16353280,NA,NA,3788032,NA,NA,1606912,NA,NA,148717568,2163200,NA,2477568,NA,NA,NA,683392,NA,NA,673920,NA,6715648,NA,18984960,NA,NA,2393344,NA,NA,NA,34705408,NA,32496640,7354112,20435968,1869440,NA,4476672,941824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107905024,2188032,NA,NA,18134016,NA,8898560,NA,NA,1892608,NA,NA,NA,NA,NA,NA,NA,551680,631635968,NA,NA,NA,NA,NA,2122752,NA,NA,2739968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329728,NA,NA,NA,NA,NA,NA,547648,NA,NA,399736832,NA,8994816,NA,102940672,NA,2716672,NA,NA,NA,2118144
"23C",5846272,NA,6507008,NA,14049280,NA,NA,NA,NA,NA,120832000,10650624,64827392,1694976,NA,NA,10504192,NA,NA,NA,NA,30491648,NA,NA,NA,NA,42233856,NA,22003712,NA,2368512,1509952,NA,NA,NA,NA,3303680,NA,NA,5611520,NA,NA,8307456,10878976,NA,NA,235503616,NA,NA,NA,NA,NA,1105280,NA,29477888,NA,NA,NA,NA,NA,66494464,87113728,NA,40857600,7529984,NA,NA,1731520,NA,NA,NA,NA,NA,84541440,3976448,NA,12940288,NA,NA,NA,1440064,NA,922368,NA,1388800,1308736,6130688,1516992,NA,NA,NA,NA,4573696,770496,3694336,NA,7500032,1574528,24546304,906560,NA,3114752,NA,NA,NA,732672,NA,NA,NA,364816,NA,NA,NA,34463744,NA,NA,NA,108875776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609152,1538785280,NA,NA,NA,NA,NA,975808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709820416,NA,10484736,NA,35364864,470432,4096256,NA,NA,NA,18859008
"29C",NA,NA,5033216,NA,9127936,NA,NA,NA,NA,NA,91516928,6349568,44122112,2187008,NA,NA,3196928,NA,NA,NA,NA,18797568,NA,NA,NA,NA,73420800,NA,18200576,NA,NA,2220032,NA,NA,2275584,1456256,NA,NA,NA,NA,NA,NA,8757248,8809472,NA,NA,90869760,NA,NA,NA,341104,NA,NA,NA,23564288,NA,NA,NA,NA,NA,47869952,68657152,NA,34250752,6796544,NA,9893888,NA,NA,NA,24137728,NA,NA,58290176,5707776,NA,10253312,NA,NA,NA,2563072,NA,NA,14457856,NA,NA,1421504,1450944,1526400,NA,899968,NA,10938368,NA,NA,NA,26937344,2278912,29309952,2159360,NA,543817728,50044928,NA,NA,1119296,1014208,NA,NA,98205696,NA,NA,NA,17411072,NA,NA,NA,119332864,278352,927488,1431552,NA,1800640,NA,NA,NA,NA,NA,NA,NA,4579840,1667432448,NA,NA,NA,NA,NA,2230272,NA,NA,NA,485504,NA,NA,NA,NA,922048,944768,NA,NA,NA,NA,NA,NA,NA,NA,529472,NA,NA,1018688,NA,NA,NA,1349760,NA,NA,634322944,NA,9755648,665344,12320768,3069952,NA,NA,NA,NA,13563904
"31C",8950784,NA,66588672,NA,22347776,1587328,NA,246480,NA,NA,25435136,NA,11928576,620288,NA,NA,2841344,NA,NA,NA,NA,113455104,NA,NA,NA,NA,101728256,NA,13727744,798400,NA,6595584,NA,NA,NA,NA,9564160,NA,NA,3702016,NA,NA,11703296,NA,NA,NA,25063424,10950656,NA,NA,519376,NA,NA,NA,NA,NA,863744,NA,NA,NA,5601280,8438784,NA,6199808,10869760,NA,NA,4082432,NA,NA,NA,NA,NA,10291200,46292992,NA,2944256,NA,NA,NA,NA,NA,8084224,4301312,830144,2689792,NA,2371072,NA,NA,1026560,NA,2045632,NA,27096064,NA,8986624,2784000,26779648,2243072,NA,8748032,2891520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317325312,NA,NA,NA,17216512,NA,1467392,NA,NA,2304768,1072256,NA,NA,NA,NA,NA,NA,1064576,1455816704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754176,NA,NA,1086080,NA,NA,NA,NA,NA,NA,476250112,NA,14415872,NA,14289920,NA,1873152,1512000,NA,NA,3634176
"35C",5210880,NA,10185728,NA,12904448,3796992,NA,NA,NA,NA,31741952,11011072,14090240,2097152,NA,NA,6844672,NA,NA,NA,2737408,8184064,NA,2552320,NA,NA,11515904,NA,22360064,NA,3802624,NA,NA,487472,2787584,1625856,NA,NA,NA,2536704,NA,NA,4497920,4777728,2150144,NA,149815296,NA,NA,NA,NA,761664,1908864,NA,NA,NA,1289536,NA,NA,751040,18721792,71135232,NA,14238720,8272128,NA,1807936,2158848,1160448,NA,24692736,NA,NA,56803328,NA,NA,4086528,NA,NA,NA,2118656,NA,NA,52944896,NA,NA,2025408,2176512,904192,439152,1009664,NA,4290304,NA,4918016,NA,16500736,1439232,8092672,2465536,NA,14610432,334823424,NA,NA,2255616,NA,NA,NA,595329024,678464,NA,1200000,38522880,689024,NA,NA,47886336,NA,3906048,1092032,NA,1750016,764416,NA,NA,NA,NA,NA,NA,1624768,778895360,NA,NA,NA,NA,826368,NA,NA,NA,583296,NA,NA,NA,NA,392352,NA,1510528,NA,NA,939584,NA,NA,NA,NA,NA,1749760,NA,NA,NA,NA,NA,NA,1412288,NA,NA,438173696,1717632,18290688,NA,10932224,NA,3530240,NA,NA,NA,4094208
"39C",NA,NA,8047360,NA,60719104,NA,NA,NA,NA,NA,49991680,16387072,20187136,2264320,NA,NA,31665152,NA,NA,NA,NA,22323200,NA,NA,NA,NA,106795008,NA,30608384,NA,NA,1395776,NA,NA,2161664,NA,NA,NA,NA,12903424,NA,NA,9809920,23386112,NA,NA,172687360,NA,NA,NA,NA,NA,NA,NA,11298816,NA,NA,NA,NA,NA,77664256,6099200,NA,61345792,27746304,NA,NA,4496640,2034240,NA,12628992,NA,NA,152387584,NA,NA,5943040,NA,NA,NA,NA,NA,1297856,25034752,NA,NA,NA,NA,639232,NA,NA,NA,11707392,NA,86618112,NA,14096384,5198080,16684032,2845696,NA,48005120,27208704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3506688,NA,NA,NA,73875456,NA,1201024,864576,NA,2419456,NA,2897664,NA,NA,NA,NA,NA,2146816,2357460992,689635328,NA,NA,NA,NA,2240512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577408,NA,669696,NA,NA,251953152,NA,10551296,948672,68812800,7013632,NA,2375168,NA,NA,6391296
"41C",NA,NA,8445952,NA,54317056,NA,NA,NA,NA,NA,56651776,14385152,22385664,5937408,NA,NA,25131008,NA,NA,NA,NA,13998080,NA,NA,NA,NA,19173376,NA,21623808,NA,1736640,1204544,NA,NA,7421696,NA,3054080,NA,NA,7355648,NA,NA,8324864,11337728,NA,NA,174309376,NA,NA,NA,NA,NA,NA,428480,19191808,NA,4716800,NA,NA,NA,38756352,51863552,NA,26214400,23993344,NA,NA,3332096,NA,NA,NA,1709056,NA,167346176,3267072,NA,6884608,NA,NA,NA,2024448,NA,810432,1000256,NA,1500352,1613440,1279744,NA,NA,1560000,NA,423984,NA,6679296,NA,25696256,NA,19613696,2209024,NA,6063616,1095168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30540800,NA,NA,NA,51732480,NA,3051008,1164096,NA,2222592,1484480,2552576,NA,NA,NA,5586944,NA,1400320,1631059968,700121088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703296,NA,NA,NA,NA,239744,NA,731328,NA,NA,1183318016,NA,8954880,NA,40218624,2247424,2667008,NA,NA,NA,7647744
"49C",NA,NA,2155520,NA,31396864,595968,NA,NA,NA,NA,66277376,NA,31040512,905984,NA,NA,6756864,NA,NA,NA,NA,3072256,NA,NA,NA,NA,85188608,NA,8974336,NA,NA,35753984,NA,NA,1877696,NA,NA,NA,NA,3914496,NA,NA,3194368,4031232,NA,NA,13688832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16561152,16666624,NA,13483008,4993536,NA,NA,1587456,5912832,NA,28737536,NA,NA,14254080,NA,NA,4793856,NA,NA,1266880,NA,NA,NA,13128704,NA,1832896,NA,857984,NA,NA,530944,NA,33390592,NA,23393280,NA,16263168,2630400,11224064,1110784,NA,474759168,23022592,NA,NA,508576,896064,NA,NA,5813504,NA,NA,NA,NA,NA,NA,NA,57073664,NA,674304,NA,NA,755456,NA,NA,NA,NA,NA,NA,NA,833792,1384775680,479117312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532544,573888,NA,NA,NA,50823168,NA,7205376,NA,31383552,3138048,NA,NA,NA,NA,10660864
"65C",5920768,NA,9208832,NA,19171328,3743232,NA,NA,NA,NA,91242496,5020928,54386688,1354304,NA,NA,4758272,NA,NA,NA,NA,5286656,NA,NA,NA,NA,NA,NA,17424384,NA,NA,8599552,NA,NA,1875520,NA,3403264,NA,NA,4193792,NA,NA,5676544,3493376,NA,NA,53256192,NA,NA,NA,3421952,729984,2690048,NA,196132864,NA,NA,NA,NA,NA,13090816,35581952,NA,8733696,8030464,NA,79081472,5940736,NA,NA,37502976,NA,NA,32660480,NA,NA,10192896,NA,NA,NA,3737856,NA,3084032,54280192,NA,7294208,923456,16674816,NA,NA,NA,NA,17101824,NA,NA,NA,13210624,2888960,17593344,3790848,NA,874971136,12597248,NA,NA,NA,NA,NA,NA,4442368,1676224,NA,NA,41242624,2654208,NA,NA,87420928,NA,2281216,1960576,NA,6135552,870272,NA,NA,NA,NA,NA,NA,860736,1087111168,310214656,NA,NA,NA,NA,1185984,NA,NA,718912,NA,NA,NA,NA,687296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411904,NA,NA,694912,NA,NA,NA,NA,NA,NA,184958976,11676672,8884224,NA,17182720,1875072,NA,796160,2963456,NA,14772224
"71C",7443200,NA,10227712,NA,17577984,NA,NA,NA,NA,NA,35721216,8161024,15405056,1585280,NA,NA,4733184,NA,NA,NA,NA,16566272,NA,1135296,NA,NA,6739456,NA,44855296,NA,2147840,1917952,NA,NA,3177984,2323712,2516480,NA,NA,2914304,819648,NA,4322048,14674944,723072,NA,246644736,NA,NA,NA,NA,NA,NA,NA,152469504,NA,NA,NA,461120,NA,79044608,64835584,NA,56717312,6900992,NA,3826432,2859008,2085120,NA,NA,NA,NA,160137216,3023616,NA,5414144,NA,NA,NA,3353856,NA,NA,18643968,NA,3301376,NA,4676096,NA,NA,1570432,NA,14272512,NA,4140544,NA,17636352,2507008,18432000,2336512,NA,171180032,27286528,NA,NA,NA,NA,NA,NA,30156800,NA,NA,NA,151797760,NA,NA,NA,62808064,NA,3441920,1815616,NA,3342592,NA,NA,NA,NA,NA,NA,NA,7315712,925368320,NA,NA,NA,NA,NA,899008,NA,NA,NA,474208,NA,NA,NA,NA,NA,278304,NA,NA,NA,NA,NA,NA,NA,NA,1934848,NA,NA,3661824,NA,5626624,NA,1837376,NA,NA,804126720,NA,9707520,NA,38051840,NA,3779328,NA,NA,NA,4424448
"79C",NA,NA,18978816,NA,16909312,NA,NA,NA,NA,NA,150913024,NA,83034112,845248,NA,NA,2756096,NA,NA,NA,NA,57012224,NA,NA,NA,NA,22406144,NA,12519424,NA,3111424,6028032,NA,601216,NA,NA,3727360,NA,NA,1573376,NA,NA,3946240,NA,NA,NA,9242624,2078272,NA,NA,498272,NA,NA,NA,10462208,NA,NA,NA,2564096,NA,4482048,20711424,NA,3725312,NA,NA,NA,1437504,3708416,NA,18700288,NA,NA,NA,NA,NA,11711488,NA,NA,NA,1049856,NA,20581376,NA,NA,NA,1855552,NA,NA,2736128,NA,NA,7684352,NA,NA,NA,8916992,1142272,15450112,1334592,NA,28250112,19964928,NA,NA,724864,NA,NA,NA,6209280,NA,NA,NA,21385216,NA,NA,NA,93003776,NA,1425408,1602944,NA,1060032,NA,NA,NA,NA,NA,NA,NA,1057856,356515840,NA,NA,NA,NA,NA,NA,NA,NA,NA,256400,NA,NA,NA,NA,375520,1916416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198213632,NA,8759296,727360,24386560,10560512,NA,NA,1468736,NA,26486784
"81C",6078208,708032,11982848,NA,21652480,6068736,4426752,NA,531968,NA,17593344,44351488,23593984,5326848,NA,NA,11918336,NA,NA,NA,NA,9531392,NA,8201984,NA,NA,2861824,NA,133971968,NA,NA,1477760,6260480,1677376,11625472,NA,4942080,NA,NA,5033984,NA,NA,8139776,26565632,6498304,NA,846856192,NA,NA,NA,NA,NA,3956480,NA,34136064,NA,NA,NA,1913280,NA,110444544,31529984,NA,68186112,17212416,NA,1821312,3390208,NA,7457024,6889472,NA,NA,619905024,NA,NA,4431104,NA,NA,NA,NA,NA,2099712,4173056,934400,3811328,1004800,9091072,NA,3644416,NA,NA,596736,NA,NA,NA,17854464,NA,6032128,2698240,NA,8035328,2752768,NA,NA,NA,NA,NA,NA,NA,NA,465680,1119424,18207744,1473664,NA,NA,27086848,NA,3425280,323664,NA,2500096,NA,8536064,NA,NA,NA,NA,NA,976384,334626816,NA,NA,NA,NA,2101248,1934784,NA,NA,890496,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304256,NA,NA,NA,NA,NA,1099008,NA,NA,NA,NA,NA,NA,799168,NA,NA,111095808,NA,9198592,NA,18623488,NA,4199680,NA,4484864,NA,2940160
"83C",NA,NA,16888832,NA,28547072,NA,NA,NA,NA,NA,100151296,5266432,48906240,4340992,NA,NA,20183040,NA,NA,NA,NA,30628864,NA,NA,NA,NA,120926208,NA,17884160,NA,1939968,11321344,NA,NA,6673920,NA,NA,813120,NA,5849088,NA,NA,15135744,11383808,NA,NA,102559744,3126528,NA,NA,380864,2012992,NA,NA,125030400,NA,NA,NA,NA,NA,62525440,65036288,NA,39813120,15552512,NA,NA,3136512,1851904,NA,11584512,NA,NA,96919552,7189248,NA,11743232,1583808,NA,3678720,3779328,NA,NA,6620416,7143680,NA,4228096,1276032,NA,NA,1269184,NA,6099968,NA,67481600,NA,29623296,5722368,27864064,3022336,NA,222822400,13211648,NA,NA,NA,474000,NA,NA,17358848,1765696,NA,NA,9440256,NA,NA,NA,95039488,NA,4817408,NA,NA,3067904,NA,3428864,NA,NA,NA,NA,NA,11113472,1447362560,425787392,NA,NA,NA,NA,891904,NA,NA,1108032,NA,NA,NA,NA,NA,NA,NA,NA,384528,NA,NA,NA,NA,NA,NA,2456320,NA,NA,NA,NA,518464,1936320,37814272,NA,NA,479543296,555968,9014272,674176,32759808,NA,1766016,NA,NA,NA,13970432
"101C",NA,NA,14699520,NA,67694592,NA,NA,NA,NA,NA,56487936,NA,27880448,950592,NA,NA,8627200,NA,NA,NA,NA,14178304,NA,NA,NA,NA,11073536,NA,12412928,NA,3412224,6004736,NA,NA,1801664,NA,1372544,NA,NA,3117312,NA,NA,7138048,3655936,NA,NA,31064064,1596544,NA,NA,NA,NA,NA,NA,45875200,NA,NA,NA,NA,NA,22677504,9830400,NA,16777216,5917696,NA,NA,3948544,1321280,NA,14153728,NA,NA,28746752,NA,NA,8016640,3692544,NA,6518272,780096,NA,NA,35975168,NA,NA,5531904,NA,NA,NA,NA,1305408,NA,NA,4582656,NA,6697472,2187776,10121216,1510208,NA,1280835584,34066432,NA,NA,NA,698112,NA,NA,28093440,NA,NA,NA,1822848,NA,NA,NA,66383872,NA,1324928,692544,NA,1821312,NA,NA,NA,NA,NA,NA,NA,NA,1487863808,NA,NA,NA,NA,NA,573120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557632,NA,NA,NA,NA,NA,635776,NA,NA,NA,NA,NA,NA,NA,NA,NA,144850944,NA,8289024,944384,25701376,537600,NA,679232,NA,NA,11727872
"109C",149471232,992000,10766336,44072960,NA,1352576,4522752,NA,NA,NA,NA,213680128,60092416,NA,NA,NA,NA,NA,NA,18180096,NA,NA,46989312,47751168,2160128,NA,417696,NA,223002624,NA,NA,860224,NA,NA,1579264,109486080,NA,NA,30521344,NA,NA,21979136,7985920,34672640,12069888,NA,1410138112,NA,NA,NA,NA,NA,NA,NA,204144640,NA,NA,NA,181010432,20928512,170328064,64991232,NA,65544192,NA,7360000,NA,2801664,NA,3843584,NA,NA,NA,806813696,NA,4393984,3481856,NA,NA,NA,1211456,NA,7875840,12140544,12686336,NA,984768,NA,NA,84525056,NA,NA,8787968,NA,NA,NA,5472512,NA,23261184,3919872,NA,388202496,13677568,NA,NA,NA,NA,NA,NA,7816704,NA,NA,1714688,6609920,NA,NA,NA,13067264,NA,1460160,3646208,NA,3799040,1539904,NA,NA,NA,NA,3095040,2610944,1653504,681902080,NA,NA,NA,NA,56729600,NA,NA,NA,NA,868032,NA,NA,NA,NA,1108224,40194048,930048,NA,NA,NA,NA,NA,NA,NA,747584,569984,NA,2020672,NA,759488,NA,NA,NA,NA,232128512,NA,184352768,4856320,NA,581248,NA,NA,15109120,3300864,1965696
"113C",NA,NA,10632192,NA,19714048,NA,NA,NA,NA,NA,98217984,NA,69824512,1214784,NA,NA,2537728,NA,NA,NA,NA,13172736,NA,NA,NA,NA,13265920,NA,12431360,446752,NA,5771008,1494208,NA,NA,NA,2469888,NA,NA,1749056,NA,NA,12078080,NA,NA,NA,3785728,2071296,NA,NA,NA,NA,1919808,NA,342163456,NA,NA,NA,NA,NA,NA,116678656,NA,NA,13331456,NA,NA,5097728,NA,NA,1896960,NA,NA,2756096,6342656,NA,5404672,NA,NA,NA,1220992,NA,NA,59494400,4113152,4167680,1816064,6010368,NA,NA,NA,NA,NA,NA,2783488,NA,4710912,NA,24005632,1493504,NA,8972288,61894656,NA,NA,663360,522576,NA,NA,72855552,NA,NA,NA,10704896,680448,NA,NA,63582208,NA,3778304,7287296,NA,1562176,1498048,NA,NA,NA,NA,3703808,NA,1871104,2365325312,NA,NA,NA,NA,NA,1883648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113088,NA,NA,1295424,NA,NA,NA,793472,NA,NA,1115947008,NA,43433984,NA,12160000,1046528,NA,NA,NA,NA,17762304
"115C",4708864,377696,4292096,NA,11211776,1008000,680960,NA,NA,NA,28908544,9187328,12645376,3977728,NA,NA,8274944,NA,NA,1449920,5572352,NA,NA,1159296,NA,NA,10877952,NA,35856384,NA,1320832,NA,NA,NA,5629952,2976768,NA,NA,NA,4702720,NA,NA,5717760,43294720,2184704,NA,350355456,NA,NA,NA,NA,2215936,NA,490416,136691712,NA,NA,NA,NA,NA,188661760,15498240,NA,115556352,21059584,NA,NA,5638656,4257280,7955968,24011776,NA,NA,339492864,9778176,1716672,9456640,NA,NA,NA,3267072,3056896,NA,8510464,9947136,NA,2664192,NA,NA,7353088,NA,9889792,9187328,NA,NA,NA,24270848,5981696,9837568,3911424,NA,138379264,11966464,386236416,NA,NA,300016,1346560,NA,13192192,NA,NA,NA,2437376,NA,3521024,2824192,53293056,NA,916864,NA,396512,2863104,NA,33069056,NA,NA,533312,NA,NA,7216384,1386020864,477003776,5454848,4113664,NA,NA,1608576,NA,NA,NA,NA,NA,1457600,NA,NA,NA,NA,NA,NA,NA,758400,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057216,NA,2512128,NA,NA,403800064,NA,17531904,NA,14893056,NA,3199488,NA,NA,NA,5463040
"121C",NA,NA,5498880,NA,62758912,NA,NA,NA,NA,NA,142524416,4915712,73416704,1985792,NA,NA,3032064,NA,NA,NA,3314944,2617600,NA,NA,NA,NA,NA,NA,13086720,NA,4583424,15312896,NA,NA,1412608,NA,NA,NA,NA,3047936,NA,NA,12542976,NA,NA,NA,2405376,NA,NA,NA,NA,773184,NA,NA,NA,NA,NA,NA,NA,NA,14133248,24708096,NA,9047040,7003904,NA,NA,5180672,14885888,NA,74846208,NA,NA,4224000,NA,NA,11751424,9150464,NA,25005056,3526400,9316352,2261760,22196224,NA,NA,2448896,1244864,NA,NA,NA,NA,NA,NA,NA,NA,109170688,NA,28697600,3433216,NA,442580992,141115392,NA,NA,NA,NA,NA,NA,96317440,2345984,NA,NA,NA,NA,NA,NA,92798976,907264,3734528,721792,NA,3581440,695552,NA,NA,NA,NA,NA,NA,8489984,1479475200,454180864,NA,NA,NA,NA,726912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962496,NA,NA,NA,NA,18678784,NA,3148800,NA,NA,17776640,2648320,8662016,534144,46682112,NA,NA,3673344,NA,NA,28258304
