"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"C0164",10535.735,26408.636,212931.927,59240.263,14005.393,2091.666,4130.959,26083.487,5828.516,52637.621,18467.947,13050.111,173205.919,12519.59,25869.014,18441.158,15886.116,12800.548,20966.667,13249.828,7157.465,9802.886,10533.631,38573.439,21440.122,55641.882,1816.61,91767.228,16009.546,7120.764,63435.206,41314.708,29197.461,25148.275,128219.611,7403.403,14009.804,10099.522,11525.469,12371.398,20867.801,34176.231,15089.337,6753.414,9545.317,95501.39,14762.94,12755.937,11856.259,14312.969,120403.84,18953.955,224684.294,44366.754,12598.283,99823.445,4293.322,15049.417,5436.622,5578.491,7341.357,5967.41,2147.464,25176.608,3014750.011,141285.684,77593.014,46481.294,17748.585,1390652.11,9143.869,504542.143,5522.594,306723.164,228095.316,58730.044,14768.757,12779.758,29283.126,105303.976,16992.47,15184.905,13463.869,12082.655,42025.11,35775.028,114911.063,19210.546,610236.727,12433.479,27638.264,52057.601,18596.874,30869.469,188325.22,13059.829,11183.72,8655.346,7133.949,2113514.355,176952.931,436278.968,68516.42,10775.252,36551.467,7714.564,110071.927,4053.453,11263.534,23854.186,25681.548,18147.435,39716.846,30411.967
"K0173",9662.958,24305.6363,166227.685,74367.546,10375.6709,4437.0132,3724.1961,24033.8831,8278.4959,57674.7291,12985.3869,12743.2482,140115.4283,18441.1926,67724.3043,16459.6711,6816.773,14702.5626,25358.1629,14701.0208,7185.5141,7199.511,13447.2254,36659.2973,25896.7222,61020.3461,2345.2431,80886.8274,30843.137,11803.6395,96625.7637,30063.4278,30297.1561,28254.6982,96587.1109,11193.2044,34832.6436,12378.6059,13182.6858,12073.929,21678.92,35555.2474,12954.7804,6062.6203,7934.6393,44132.6239,136883.6069,12886.8745,8434.5221,10499.175,114309.7902,17582.1555,181700.3813,34658.2603,7020.305,78495.6119,3821.0012,4700.8661,9470.7266,5261.8285,10927.159,11489.133,7664.7958,20072.0813,237377.0407,194842.254,62273.4083,24768.7912,30987.3151,732980.3651,11494.0431,821032.924,5115.595,394246.2353,200511.7286,20059.5618,898.2106,15204.0583,17143.9329,10302.7891,19721.0762,1070.8139,12382.547,8933.1479,37727.6896,11129.6559,64166.1263,40175.9349,319008.5522,11236.6395,1466.6125,4434.7157,18775.4,10803.061,17871.5796,13340.2907,6347.5,29011.6191,14633.2904,1447240.14,1644734.058,88197.5584,7615.9524,12710.4669,21169.7179,11716.7652,37655.4403,12361.2638,11426.6853,32974.4238,17100.458,25535.0423,18016.5965,9601.3476
"K0174",15339.252,41572.853,169212.47,69050.483,19401.835,2286.04,5986.216,25702.921,7076.773,53833.739,15327.037,43056.489,570958.074,13890.867,241295.32,15943.931,18741.065,13122.74,34982.23,12501.1,5514.816,6769.694,12450.333,61813.588,21350.524,45435.537,7100.234,85667.803,44207.136,5064.507,103866.881,27800.318,29355.671,41056.233,74521.819,6778.386,3723.788,16392.73,10176.339,9369.914,24656.909,16766.115,23940.365,3393.809,30195.398,337780.818,8181.399,16386.341,15634.964,9181.588,123378.776,29327.643,387437.982,63167.398,14898.084,70684.267,9037.338,2244.373,9626.06,22260.091,12904.221,9089.55,3425.901,27586.804,1253110.716,607738.414,56077.358,41332.27,34370.492,1948268.75,7219.542,804554.131,8040.26,408856.386,176130.262,27117.596,6400.035,8533.371,21751.016,49151.732,17477.851,6499.747,15279.083,18792.457,33254.955,76585.995,71309.124,35704.981,1027381.49,13032.679,13218.698,25789.125,21296.321,20909.752,81730.992,15089.924,10972.762,19904.639,15970.732,3800118.146,108112.097,238355.623,24605.767,10401.321,20903.341,7161.092,72063.838,6745.622,8924.706,39424.253,24594.376,36179.483,46213.944,29578.563
"K0176",12806.7758,34686.6389,304224.1675,75799.5501,8041.718,4524.8589,2705.272,31197.2364,7158.1596,53332.2385,8482.3493,10663.0179,355930.5106,13737.618,117118.1521,10774.6678,12817.8451,13713.2661,19332.8147,19730.8759,10004.4568,14103.5097,18672.9483,19821.6113,33175.6722,56096.0565,3007.1667,97158.9276,142527.9916,33946.393,91462.3408,11351.2441,32608.7497,19482.14,30835.9562,10213.4968,11787.4736,7774.5571,13091.9951,18173.4037,21983.7534,14583.0045,21972.5115,4707.2029,6110.664,130370.4847,47856.0526,17036.7218,7570.3119,4976.334,666900.3275,12422.8661,324284.9712,51436.9027,15391.9452,140989.2117,3790.4028,12210.0127,7210.2903,36678.7496,19395.8423,6187.9409,3024.5269,15557.8568,201036.5974,571338.2437,34966.7174,15734.4314,35992.5808,717900.173,11758.1071,827614.8496,2805.4682,257994.3579,119499.6452,26008.6691,477.7719,615.1735,8920.278,8768.9295,17646.592,578.8473,13589.187,7788.6123,19558.5883,12472.3082,27385.2581,27096.2609,180055.0694,5970.9935,1456.8857,3998.5409,21324.7425,6677.2044,13628.7018,12241.4543,5762.1454,12268.9641,6059.236,929902.1111,1380202.149,61234.3634,7078.0684,12997.913,8665.3853,11314.4153,20259.1237,3461.902,5777.8343,44408.6906,7054.6918,10865.9844,10429.9269,3169.4692
"K0181",8843.315,23374.05,115910.43,58647.026,5648.613,2272.796,7446.082,13898.42,6502.438,50112.464,9358.377,5393.765,67008.613,11352.489,68507.254,9672.991,6765.172,11479.815,10700.711,9858.703,4527.277,5554.573,7352.557,14541.763,20600.429,51538.244,12226.321,75268.706,134183.945,1496.736,73860.923,18896.969,31172.495,25649.974,63451.354,6066.862,15165.108,10405.542,11159.309,10925.213,21180.009,15149.054,13860.404,1336.33,5272.368,34968.394,31742.103,11934.696,8942.66,6530.734,30401.612,8268.938,183063.024,24860.091,7030.103,70688.332,8077.709,11180.215,10405.858,25216.948,13809.856,13142.603,4824.755,25917.844,3256154.357,178934.31,55754.662,36690.901,35650.261,1448816.833,9645.474,816417.089,4119.533,375413.059,179379.744,25690.767,16007.121,6703.018,20373.778,116265.64,18030.765,15840.046,13035.401,7645.802,32297.351,4553.105,59119.428,24287.994,1441215.746,9598.407,31240.331,58303.346,19159.149,17334.439,222248.392,13902.217,6415.287,19261.341,9329.18,1834071.984,193026.723,241875.641,27764.952,10190.368,18058.325,6782.107,41157.628,8921.831,9458.587,43200.848,27236.671,25048.743,38630.439,9872.986
"K0182",12758.235,33003.238,211659.67,77523.516,19399.995,3901.651,7235.609,29544.413,7284.253,61624.334,20774.492,24122.636,232584.258,16163.886,219452.463,15336.049,20399.333,10334.207,33175.921,11854.266,7014.126,7289.152,9633.784,56519.485,23370.249,55316.245,16406.654,96615.489,64908.172,8545.703,88163.908,35598.995,30661.919,43243.822,52445.515,5420.054,17216.542,15746.755,13303.211,10842.202,24190.362,37507.307,20351.859,9004.16,21040.446,42670.051,45241.364,13579.858,12353.185,10551.809,86483.739,23878.001,286300.85,46793.297,11194.891,70598.859,11525.184,9970.267,3579.766,10491.016,13069.494,4737.709,1986.674,19454.016,1289593.272,179091.574,76249.464,17231.197,28713.645,1202537.023,10491.597,691379.1,6488.224,251176.261,243094.452,24770.744,2658.74,17901.676,11759.325,52723.159,17535.456,13898.342,10856.394,12417.98,43550.348,11433.218,35016.705,44744.404,1140676.275,5887.936,12164.044,10591.887,16905.484,12343.324,89905.502,10885.763,7764.968,31955.41,18456.81,2534281.509,305367.157,158932.566,15483.225,11332.331,11622.816,10115.051,46404.415,2413.395,12875.455,29813.304,27439.274,34595.155,53318.601,15830.771
"K0185",8123.7339,20613.8419,140223.5761,46559.8415,9046.6429,5293.2874,4021.189,37293.2489,5196.6033,58090.9111,13410.5186,12861.4022,196192.0951,14337.3631,241670.4861,9296.1451,17145.1971,13421.65,17138.2178,7089.6396,4856.5534,3870.406,6345.3996,19140.7127,17575.6277,32468.7246,2898.6017,67580.6263,103363.1582,35786.9145,78448.6398,16749.2711,32819.5571,19281.3587,64399.8349,8592.9517,13348.1403,9297.9436,11046.2143,11782.1095,20738.9393,34326.3307,10942.8198,4456.4082,8752.3877,21497.673,30880.9514,9531.5583,7635.1093,6907.7151,27917.2711,11317.8665,168427.2274,24551.3037,6022.5367,39310.8387,2625.0119,2208.2791,29356.6821,24567.4104,5030.1595,16041.7027,6677.4198,13943.1616,2086632.992,118610.2899,40542.953,22596.0579,20839.7367,698652.9983,5164.9745,742526.5603,814.5353,438900.946,145685.7493,27140.6344,9244.7186,5360.4157,12897.0778,79053.3443,18361.8124,10466.4707,13104.5843,11479.7915,26809.422,10208.1393,35395.3688,27088.6251,271491.3383,10263.5742,20665.8807,34180.6825,20152.8434,6996.9194,128668.9206,11855.5056,4286.2847,10019.5215,5054.5056,1044919.453,224877.3681,89396.7457,9635.276,7395.2685,11791.8962,6841.773,18032.9951,10337.6597,8771.0867,50340.9804,11268.1895,17436.3731,10788.8078,1217.8548
"K0187",11303.804,24058.092,146877.83,70700.284,14917.842,1743.101,6929.606,21637.376,8456.405,75906.494,9859.213,17856.908,53265.782,24735.872,163158.573,13930.512,20376.306,10590.841,24326.394,11787.974,4878.453,10414.229,8933.593,77184.266,20026.244,56629.536,17403.96,84813.241,39490.465,17390.073,228642.872,49048.008,29203.382,39534.527,171075.307,5290.816,23214.148,15482.912,12010.392,7965.055,19030.888,18127.617,12706.837,14468.6,11963.99,26532.292,60289.862,16626.686,18797.275,14721.852,84239.24,27382.694,190520.82,25181.825,7073.606,104416.566,9791.569,3309.755,27340.86,16374.733,13767.531,49888.536,20755.366,55041.869,2651274.184,399932.522,164824.491,96979.192,109819.542,3097536.128,14611.719,753179.931,5384.022,1569345.831,542432.209,32467.013,11738.389,26540.321,38318.052,98069.997,16965.765,15957.864,15266.092,14902.987,101064.465,31581.084,161567.127,23643.439,1717611.989,26208.008,25254.078,44875.925,20131.557,35543.863,176722.738,14676.089,16042.149,25530.737,18737.412,4227055.986,202104.236,306979.591,35256.885,18039.256,58065.557,11170.416,80736.427,40372.237,26555.789,68281.555,24621.643,72499.107,94274.402,30689.53
"K0188",14032.043,34022.893,190175.603,59216.925,11459.154,4798.219,4467.042,33258.906,8154.838,79630.869,18149.938,14378.163,526206.773,26769.76,35803.737,14728.994,3756.736,15266.396,20467.107,11458.181,5318.937,6626.483,11366.116,31324.395,20426.493,47616.593,7100.763,104521.105,39761.962,2358.403,141519.331,36269.535,29563.724,23797.899,48235.947,7698.749,3916.223,9637.389,9650.336,10509.388,19272.671,33133.699,20451.295,12972.968,6723.888,172935.122,9219.768,12260.053,9381.78,10409.604,514080.4,13516.142,249498.451,98427.786,14201.373,110068.76,4159.796,3402.843,2652.043,5694.123,6017.996,4211.515,2590.364,24098.35,2155265.31,216633.1,46674.344,13332.942,40108.435,1001299.708,8182.665,810417.896,5885.182,360180.862,149096.788,24733.163,9943.694,7884.454,11039.123,77697.601,18327.835,9883.103,12847.829,16968.723,25833.249,6574.538,35028.839,39478.787,566264.907,5288.248,14541.899,33399.654,17720.428,7003.069,167697.365,12814.062,5502.031,22622.9,12743.972,1562626.778,213677.034,107110.287,10969.077,9224.493,11696.452,7979.963,37033.851,3062.936,9207.349,48564.816,20681.905,15472.215,42644.689,8397.071
"K0190",7721.776,18375.26,83221.115,72361.85,14516.356,3553.243,4471.112,17183.128,7847.101,42410.661,9715.032,30158.696,241603.253,9713.79,110926.256,9771.634,4055.203,14382.274,21870.771,10575.525,6685.58,6968.046,8232.953,41977.998,23012.745,70539.885,2171.382,91440.636,36597.951,12699.702,58268.901,13863.84,33819.603,33364.946,43406.766,6429.785,12948.037,12347.463,12931.261,51584.783,21920.333,15124.696,11181.773,6666.316,9230.002,141755.727,30942.145,12716.853,13908.181,6108.734,157372.27,22448.06,133735.188,17035.102,5222.795,61652.984,3765.076,9093.148,9500.448,6910.022,24071.239,9861.152,3784.155,24268.363,3228624.009,134280.142,61691.776,38827.421,26249.87,2854732.603,7683.64,528713.726,4500.24,373184.537,201801.619,53969.737,13435.847,7043.99,16948.811,119260.316,17571.822,16171.027,13595.052,7766.366,36798.782,10928.246,47567.517,29055.022,525345.178,9486.661,35198.432,54527.14,18640.366,18355.358,215587.97,13945.067,7379.461,24323.627,11840.736,3122532.867,227872.488,394028.159,57369.302,9535.175,14518.377,7996.921,46580.789,6952.616,10743.441,36516.121,28146.028,49515.039,56760.161,18007.974
"K0192",9156.531,17695.4,121615.59,51930.494,10963.088,2686.554,7068.07,31249.643,7203.134,47032.144,14896.906,15190.071,150866.704,9173.161,387707.552,9303.588,22048.14,13203.162,17149.848,9629.223,4870.499,7241.381,9702.324,28891.828,20026.781,53661.348,9123.601,79794.749,40689.891,5133.04,49046.975,17540.531,32632.935,30322.451,39302.851,5479.987,26152.454,10817.29,10472.896,12039.087,18061.311,35648.831,9028.322,17218.657,12873.998,87328.492,102181.954,8741.239,9557.018,7412.125,84237.097,15963.516,139763.89,27894.074,8253.317,76898.263,8977.523,18294.361,3644.771,10989.936,5462.964,5480.431,1618.742,21860.945,2835767.276,153474.09,42668.641,25013.22,12736.281,1990648.471,6884.275,756053.981,5309.962,232090.739,124974.019,28264.306,13249.182,11483.483,16579.822,105822.621,18564.712,15132.668,11956.734,8699.179,23969.385,21507.302,40369.802,35527.532,987730.649,6806.898,30620.751,52395.407,18267.974,15271.335,189989.801,13528.396,5047.646,24362.884,17443.866,2759341.875,165129.711,292038.581,29124.896,7814.824,12561.633,6611.691,43773.955,4342.27,7639.373,19323.501,31518.24,52423.88,105324.878,11210.311
"K0193",19967.5,38212.034,212930.258,82441.051,21251.438,3698.175,3144.029,48803.848,9460.613,82051.579,22859.222,30058.103,370229.035,26095.511,735744.769,19472.797,59019.435,13508.92,44619.554,23456.401,7829.442,15760.754,19119.327,114161.355,31121.44,66391.722,3220.743,144179.509,87766.049,12543.631,206444.75,44801.807,31991.202,40770.362,142376.997,10003.064,19312.474,16763.729,13816.871,18199.229,21838.462,77358.482,25885.801,3763.721,26141.644,45352.132,44951.696,14677.422,15097.778,13901.046,161774.501,44071.894,336054.465,65669.844,17719.617,77394.272,3023.773,58628.458,38552.156,33959.296,13478.704,31287.814,15125.027,27492.553,2466871.585,243114.805,135111.531,45014.948,93342.516,2114923.251,8470.604,833562.789,5472.549,1435882.088,500187.425,26328.79,11524.674,22863.478,20427.92,80193.179,18443.16,11583.296,14124.066,12328.395,91393.142,107693.477,89181.581,43715.329,262110.67,15485.675,12290.976,38041.128,20063.19,22618.186,196065.629,13908.217,8066.033,19731.635,11048.813,2669736.044,258281.015,71395.752,7116.8,10407.621,31163.793,8903.172,29733.366,31415.959,25929.69,87054.931,12452.278,31735.853,34701.328,1327.969
"K0194",8814.837,20871.7932,201991.8346,88823.2075,3603.5064,3634.9248,2890.0003,21300.3409,9366.3409,56565.3429,12706.9501,4037.5375,286400.5576,16620.3539,44301.0838,11578.1762,9695.6676,156093.5529,12666.5022,10368.6606,6555.9378,6008.2628,8297.4842,11781.2346,17719.7875,49292.245,1733.3853,93896.2337,60233.8707,5525.9749,102415.561,22216.826,31846.0363,18851.8539,86628.3242,11781.8258,8059.132,7151.7792,11292.0265,12651.7714,24710.008,18026.2793,12490.1869,7498.4318,3985.1165,103064.7835,15976.1776,14469.4059,5684.4932,6784.6291,37363.6664,5897.7987,179780.472,32376.767,8332.6924,156328.3623,3829.454,13409.6577,6971.6676,13092.141,6835.1129,9756.3766,6013.8272,20479.4393,168652.3264,227391.1135,59774.4681,22992.8578,31222.6671,488103.9483,12536.9498,836173.4828,4331.0177,340915.0667,199727.7359,26990.2507,143.8427,13996.2723,16987.5622,7591.9036,20115.2554,775.1987,13323.6996,11880.944,35262.3435,7087.888,56617.936,45276.5594,162101.7398,9640.8373,277.9137,2834.9105,19802.6463,9781.7406,11548.482,12472.9497,7222.4233,11172.6491,5644.1568,890594.618,1284134.973,52171.8642,7313.4603,11043.5647,19879.7553,11001.5344,42469.6393,10443.6467,10256.3417,28488.0181,7244.7976,8375.9502,14302.8762,11205.0954
"K0197",10351.391,26533.205,156257.905,57392.607,20205.775,1509.778,5001.821,33146.423,7220.014,42069.308,20200.81,27331.504,164960.391,9730.902,501844.523,17489.68,27761.87,9812.378,28035.451,11178.127,5644.166,9225.286,7147.544,43100.395,29228.844,49096.076,4388.298,72947.673,49949.608,9922.919,41727.821,32445.124,29520.136,42509.358,121350.772,5369.237,14862.408,15005.433,11207.343,11080.945,22451.693,33357.309,15297.655,4135.478,17983.908,59121.116,31820.928,10710.045,16581.913,14456.403,166264.639,22091.723,232186.206,25855.777,8162.945,58174.758,5389.13,2411.435,7406.351,8736.63,4565.946,5839.397,1834.112,20381.68,5030959.836,669920.818,82595.784,45942.685,25207.851,2430669.228,7076.564,805304.455,6089.475,318450.56,253002.092,30192.765,25035.985,13763.765,26377.983,168829.65,19183.304,21062.653,15067.202,12376.193,47579.886,15105.47,103619.014,15761.622,414447.298,13935.575,48130.832,86965.914,19891.902,27403.965,328413.167,13690.367,16174.109,41240.383,16710.952,4309809.474,322073.821,240764.941,25880.363,9787.737,36338.245,6869.278,113938.613,6236.652,13111.22,27096.256,14350.324,44918.857,66918.159,41551.121
"K0198",14326.078,39307.754,194593.377,57722.593,11699.082,3856.398,3510.121,21721.566,8007.996,52885.833,11142.907,18395.211,90426.052,12727.584,124569.084,10096.146,6398.427,14495.66,21923.654,9954.886,6229.822,6113.111,9835.899,21742.837,19939.517,43634.646,5695.981,80253.245,37050.115,25121.437,73291.475,10507.985,26629.394,12518.206,40398.158,8298.146,8503.037,5144.718,10824.471,22960.112,22984.142,49915.843,24128.99,19182.321,5516.474,20460.505,21362.207,17900.241,5364.307,4770.442,319706.277,10963.933,336960.855,62014.749,15804.887,125087.628,4567.246,31180.256,17395.625,20295.399,12350.221,10189.719,4674.94,14181.441,2321818.352,60970.17,36315.146,20034.785,15059.111,213472.986,6820.54,779963.356,2112.379,303044.5,122744.71,26001.416,11694.231,0,7823.012,81698.198,19596.387,10203.631,12209.509,3988.238,22097.409,17814.538,26503.4,18731.693,343030.436,7922.152,17384.302,36092.604,20716.1,7397.478,161499.646,12056.677,3706.607,7151.862,3713.325,521486.105,197203.146,116400.845,10915.109,8827.876,7987.037,9479.598,8041.106,7670.142,6631.309,44205.027,25677.807,5094.537,3766.893,0
"K0200",11937.7871,33722.7001,207075.6038,93965.9528,17003.8988,3710.4742,4701.8417,18830.64,7368.9461,66588.065,9407.2595,16133.3036,353163.0033,17806.0705,294334.0797,16066.5913,30155.2394,14128.9194,28228.5653,19086.6444,7299.5513,6503.3934,16764.8227,51018.9718,29686.2466,68019.514,1434.3149,111930.3958,57151.8109,29249.5912,85015.082,35588.3747,31957.5813,49220.9435,127427.8529,9522.927,16841.7644,17753.2844,13727.5284,10557.435,23268.6215,25668.8978,20539.622,12206.7238,15400.9905,227669.2514,54957.8217,21535.6848,13976.7598,12526.9061,284115.2881,23757.7824,268059.1485,40215.9736,11154.5992,50749.9197,3104.7369,11773.5931,5410.0658,13113.4666,7349.5408,10095.4258,8484.8631,22081.9251,129005.3591,238638.6329,91068.268,25468.6296,60825.9849,1378461.987,19552.1406,718899.5381,11014.1822,419720.3927,304993.1634,30117.2408,295.6871,38153.9711,20007.7268,2537.5705,17195.4113,199.1648,13818.5028,10837.2684,53514.4376,11633.2419,89137.6837,35718.6932,121747.6876,10017.5255,164.3336,1090.6323,20522.3926,14246.8592,5572.2998,12319.5492,7227.9643,38244.1938,19260.6626,3177001.698,1348714.294,90686.3983,10554.3572,17863.839,31698.5724,17584.3851,57124.4942,13343.9235,16322.1696,34179.6342,8837.28,44927.1935,39583.0661,21649.1618
"K0201",12445.379,26188.721,109169.122,55853.364,13014.354,4093.005,3734.793,21495.758,6930.052,47145.017,10459.353,32086.9,137513.164,11963.634,855188.399,17185.227,41470.557,11686.588,29564.598,11240.94,5123.671,6831.894,8657.589,42534.168,20837.347,53858.472,4465.447,70884.196,55913.983,2773.453,90915.408,26351.953,33236.539,20617.648,85386.843,8551.997,6969.935,8020.226,10402.567,15835.266,21029.21,20764.149,12899.537,15777.899,5846.671,22229.467,8372.299,6297.269,9623.642,8710.867,310692.844,20914.009,187956.254,32850.18,8299.15,87761.062,4752.128,12120.341,13011.749,26340.15,4753.452,13405.093,3744.376,21482.127,2918103.358,163413.087,75828.63,49184.671,28720.332,1256803.076,4628.807,649441.619,3154.872,492761.112,240104.029,45086.269,15015.526,23796.654,22578.43,112666.987,17744.171,13389.22,14759.117,12673.116,43975.955,25667.514,60966.809,19923.67,647803.799,11189.223,45476.156,56609.243,20267.756,22288.712,149723.897,13451.719,9239.409,8422.279,7770.715,1480775.424,381594.023,296513.414,37994.42,7231.41,20348.495,3429.292,60884.018,7282.262,11225.432,38686.788,26523.392,13943.687,33199.628,30105.428
"K0206",9742.348,25331.057,125193.713,60671.297,16234.464,3245.787,5342.668,26498.55,6696.41,61057.916,14521.47,25216.836,197622.995,13695.085,457088.976,16375.779,28870.519,12805.785,28441.99,9651.722,5068.827,12704.934,8441.75,57375.811,23882.317,48825.734,1936.188,86246.082,57090.871,2205.301,106496.094,30738.323,30064.465,31589.758,107516.4,7523.72,11127.477,12718.165,12234.831,13573.777,20548.054,23755.746,13073.343,2684.278,17567.149,113975.605,17670.5,8473.12,11985.708,10484.734,17066.358,24837.5,182002.238,29593.95,10158.31,87051.674,4924.077,10801.274,32421.259,20291.518,10888.5,22111.207,7592.835,34437.273,2346240.891,742950.663,91676.788,61762.838,45394.304,1602812.367,6108.04,517408.192,7299.254,710129.047,278406.458,60911.772,12306.052,26390.989,26732.94,96609.094,18255.045,14153.521,14448.253,23245.613,50512.455,23398.269,102223.411,25914.121,452233.828,15273.744,64042.738,45369.865,18844.332,24554.062,135764.027,13417.194,17572.637,29526.32,13999.971,2710667.868,246288.806,385371.684,56450.569,9697.381,32086.402,5540.473,69407.579,21721.094,14257.97,60521.081,28390.417,32747.892,61089.228,36223.909
"K0211",6791.7917,13374.0737,122645.2333,84098.6117,7702.2116,3107.6999,3513.9392,28420.0726,9020.1085,67661.1912,13801.8577,7915.8166,210837.5324,20013.0956,426613.0226,15062.1718,22675.3288,14811.0047,18214.2446,9505.0887,5647.796,4451.6084,8417.8523,19546.498,21086.5431,57091.6465,6773.9469,89493.7109,67546.8844,2896.4315,86276.3677,27305.0954,31747.4374,15652.7597,70500.3839,10960.9167,7355.9247,6614.6169,11079.1604,11770.8876,26020.2935,37970.7882,6154.7699,12027.427,3649.0549,106614.044,16308.7475,5782.7828,4771.999,9395.745,175650.6699,10562.0287,93918.1019,18324.1136,6713.1754,112876.3759,2530.0242,11092.6258,3759.5862,14623.4011,6314.52,7122.9632,4338.3229,20046.9535,180534.2403,117735.8604,47080.2951,17724.7259,16217.0073,261626.4711,8306.1994,612326.1739,3341.716,286829.6017,157390.5307,29922.4699,820.5526,35149.1808,13065.7849,7798.0934,16406.5799,177.1333,10402.6955,10013.5179,28250.6571,9783.5601,54925.3534,26922.131,297777.6617,7529.7142,154.9086,2413.4544,17427.2831,8557.9712,14236.8323,13359.12,4747.3535,5386.2093,3566.7625,532679.6631,1161876.404,174097.2472,24189.0676,9474.1711,17546.2714,7644.911,25902.4706,8390.8522,8467.0154,23269.905,17983.7695,4814.7222,9367.044,649.187
"K0215",9270.655,26992.328,217820.944,59135.611,8406.212,5552.133,5478.947,34873.124,6493.963,81571.164,14069.655,7681.624,281441.1,24483.772,1061965.99,14881.644,53365.523,14500.8,20400.464,17869.599,6184.598,7997.127,16708.345,21905.609,21086.706,53564.332,5103.311,81475.624,193083.484,18106.14,131526.731,41478.354,30069.637,19018.487,60609.918,9323.798,13052.246,7734.081,10607.805,10132.386,19512.375,19196.079,14660.833,6481.358,6009.791,60986.544,26534.523,15771.382,4639.875,12399.643,112516.547,9366.93,192714.239,22109.019,9428.486,68843.855,5431.118,14833.544,3555.007,31786.564,13755.429,5838.852,2898.302,39417.541,3574205.862,320013.204,38007.39,27328.093,25514.024,449651.148,10577.325,929917.666,5400.732,348523.672,121136.756,28923.32,17252.195,6835.783,20310.288,114692.412,20306.024,16376.048,15530.884,6325.913,22019.976,5609.057,65750.6,47135.8,724928.992,8419.173,25112.365,59398.415,22989.983,10154.262,269004.436,15901.237,9141.904,7544.404,5066.063,1164408.205,179368.075,219642.07,22222.77,13193.64,19102.219,7463.943,57778.688,2285.359,5791.159,40686.441,29424.324,5105.927,7567.361,7858.236
